gmdn,emdn,deviceproblem,patientproblem
35462,C04020201,A04,E24
35462,C04020201,A05,E24
35462,C04020201,A18,E24
35463,L26,A01,E17
35463,L26,A01,E23
35463,L26,A24,E17
35463,L26,A24,E23
35463,L26,A26,E17
35463,L26,A26,E23
35476,H90020103,A09,E24
35476,H90020103,A09,F27
35476,H90020103,A14,F26
35505,W02070403,A07,E24
35563,M03030203,A05,E24
35615,H900304,A05,E20
35615,H900304,A05,E24
35615,H900304,A05,F26
35615,H900304,A05,F27
35616,A010506,A09,E24
35643,H900303,A05,E21
35643,H900303,A05,E24
35643,H900303,A05,F01
35643,H900303,A07,E21
35643,H900303,A07,E24
35643,H900303,A09,E21
35643,H900303,A09,E24
35643,H900303,A09,F01
35643,H900303,A24,E24
35643,H900303,A24,F01
35643,H900303,A26,E24
35643,H900303,A27,E24
35649,H010202020302,A04,F26
35649,H010202020302,A05,E24
35649,H010202020302,A05,F26
35649,H010202020302,A15,E24
35649,H010202020302,A15,F26
35658,L26,A01,E08
35658,L26,A02,E08
35658,L26,A02,E24
35658,L26,A04,E08
35658,L26,A04,E24
35658,L26,A04,F26
35658,L26,A04,F27
35658,L26,A05,E08
35658,L26,A05,E24
35658,L26,A05,F26
35658,L26,A06,E08
35658,L26,A09,F26
35658,L26,A14,E24
35658,L26,A15,E08
35658,L26,A15,E24
35658,L26,A15,F26
35658,L26,A18,E24
35658,L26,A18,F26
35658,L26,A18,F27
35658,L26,A23,E08
35658,L26,A23,E24
35658,L26,A24,E01
35658,L26,A24,E08
35658,L26,A24,E23
35658,L26,A24,E24
35658,L26,A24,F01
35658,L26,A27,E08
35658,L26,A27,E24
35670,M050101,A05,E16
35670,M050101,A24,E16
35670,M050101,A27,E24
35694,B030299,A04,E24
35695,C010103,A01,E10
35695,C010103,A01,E23
35695,C010103,A05,E10
35695,C010103,A24,E10
35695,C010103,A24,E23
35723,H900304,A07,F26
35723,H900304,A23,E24
35723,H900304,A23,F26
35798,C010103,A05,F26
35833,K0199,A01,E17
35833,K0199,A02,E24
35833,K0199,A04,E12
35833,K0199,A04,E24
35833,K0199,A04,F26
35833,K0199,A04,F27
35833,K0199,A05,E12
35833,K0199,A05,E24
35833,K0199,A05,F26
35833,K0199,A05,F27
35833,K0199,A12,F26
35833,K0199,A14,E24
35833,K0199,A14,F26
35838,L070803,A04,E24
35838,L070803,A04,F26
35838,L070803,A05,E12
35838,L070803,A05,E24
35838,L070803,A05,F26
35838,L070803,A07,E24
35838,L070803,A07,F26
35838,L070803,A09,E12
35838,L070803,A09,E24
35838,L070803,A09,F26
35838,L070803,A11,E24
35838,L070803,A12,E24
35838,L070803,A13,E24
35838,L070803,A14,E12
35838,L070803,A14,E24
35838,L070803,A14,F26
35838,L070803,A16,E24
35838,L070803,A16,F26
35838,L070803,A24,E01
35838,L070803,A24,E12
35838,L070803,A25,E12
35852,L0204,A01,E21
35852,L0204,A01,E23
35852,L0204,A01,E24
35852,L0204,A02,E24
35852,L0204,A05,E24
35852,L0204,A05,F26
35852,L0204,A07,E01
35852,L0204,A07,E06
35852,L0204,A07,E19
35852,L0204,A07,E21
35852,L0204,A07,E23
35852,L0204,A07,E24
35852,L0204,A07,F01
35852,L0204,A07,F02
35852,L0204,A07,F26
35852,L0204,A09,E06
35852,L0204,A09,E21
35852,L0204,A09,E23
35852,L0204,A09,E24
35852,L0204,A09,F26
35852,L0204,A11,E21
35852,L0204,A11,E24
35852,L0204,A12,E24
35852,L0204,A13,E06
35852,L0204,A13,E21
35852,L0204,A13,E24
35852,L0204,A13,F26
35852,L0204,A16,E24
35852,L0204,A16,F26
35852,L0204,A23,E21
35852,L0204,A23,E24
35852,L0204,A24,E03
35852,L0204,A24,E05
35852,L0204,A24,E06
35852,L0204,A24,E17
35852,L0204,A24,E19
35852,L0204,A24,E20
35852,L0204,A24,E23
35852,L0204,A24,E24
35852,L0204,A24,F02
35853,B0399,A02,E21
35853,B0399,A02,E24
35853,B0399,A04,E01
35853,B0399,A04,E06
35853,B0399,A04,E21
35853,B0399,A04,E23
35853,B0399,A04,E24
35853,B0399,A04,F01
35853,B0399,A04,F26
35853,B0399,A05,E01
35853,B0399,A05,E06
35853,B0399,A05,E19
35853,B0399,A05,E21
35853,B0399,A05,E23
35853,B0399,A05,E24
35853,B0399,A05,F01
35853,B0399,A05,F26
35853,B0399,A07,E01
35853,B0399,A07,E05
35853,B0399,A07,E06
35853,B0399,A07,E07
35853,B0399,A07,E19
35853,B0399,A07,E20
35853,B0399,A07,E21
35853,B0399,A07,E23
35853,B0399,A07,E24
35853,B0399,A07,F01
35853,B0399,A07,F02
35853,B0399,A07,F26
35853,B0399,A09,E01
35853,B0399,A09,E06
35853,B0399,A09,E21
35853,B0399,A09,E23
35853,B0399,A09,E24
35853,B0399,A09,F01
35853,B0399,A09,F26
35853,B0399,A12,E24
35853,B0399,A13,E21
35853,B0399,A13,E24
35853,B0399,A15,E06
35853,B0399,A15,E21
35853,B0399,A15,E24
35853,B0399,A15,F26
35853,B0399,A19,E21
35853,B0399,A19,E24
35853,B0399,A23,E24
35853,B0399,A24,E01
35853,B0399,A24,E03
35853,B0399,A24,E05
35853,B0399,A24,E06
35853,B0399,A24,E07
35853,B0399,A24,E17
35853,B0399,A24,E19
35853,B0399,A24,E20
35853,B0399,A24,E21
35853,B0399,A24,E23
35853,B0399,A24,E24
35853,B0399,A24,F02
35853,B0399,A25,E24
35853,B0399,A26,E24
35853,B0399,A27,E24
35886,A019013,A05,E24
35892,H900304,A05,E24
35892,H900304,A05,F27
35907,L26,A24,E08
35925,K0199,A05,E24
35925,K0199,A14,E24
35958,A010506,A02,E24
35958,A010506,A04,E24
35958,A010506,A07,E24
35958,A010506,A09,E24
35958,A010506,A09,F26
35958,A010506,A09,F27
35958,A010506,A12,E24
35958,A010506,A13,E24
35965,Q0101010201,A05,E01
35965,Q0101010201,A14,E01
35983,C04020299,A04,E10
35983,C04020299,A04,E12
35983,C04020299,A04,E17
35983,C04020299,A04,E23
35983,C04020299,A04,E24
35983,C04020299,A05,E10
35983,C04020299,A05,E12
35983,C04020299,A05,E17
35983,C04020299,A05,E23
35983,C04020299,A05,E24
35983,C04020299,A09,E12
35983,C04020299,A13,E12
35983,C04020299,A15,E12
35983,C04020299,A15,E23
35983,C04020299,A15,E24
35983,C04020299,A24,E12
35983,C04020299,A24,E17
35983,C04020299,A26,E01
35983,C04020299,A26,E04
35983,C04020299,A26,E10
35983,C04020299,A26,E12
35983,C04020299,A26,E17
35983,C04020299,A26,E19
35983,C04020299,A26,E23
35983,C04020299,A26,E24
36003,H900303,A04,E24
36003,H900303,A05,E24
36003,H900303,A07,F26
36003,H900303,A09,E24
36003,H900303,A14,E24
36003,H900303,A14,F26
36007,L26,A01,E01
36007,L26,A01,E17
36007,L26,A01,E20
36007,L26,A01,E21
36007,L26,A01,E23
36007,L26,A01,E24
36007,L26,A02,E21
36007,L26,A02,E23
36007,L26,A02,E24
36007,L26,A04,E21
36007,L26,A04,E23
36007,L26,A04,E24
36007,L26,A07,E01
36007,L26,A07,E17
36007,L26,A07,E20
36007,L26,A07,E21
36007,L26,A07,E23
36007,L26,A07,E24
36007,L26,A09,E01
36007,L26,A09,E17
36007,L26,A09,E21
36007,L26,A09,E23
36007,L26,A09,E24
36007,L26,A10,E17
36007,L26,A10,E23
36007,L26,A13,E24
36007,L26,A15,E23
36007,L26,A15,E24
36007,L26,A24,E01
36007,L26,A24,E03
36007,L26,A24,E04
36007,L26,A24,E05
36007,L26,A24,E06
36007,L26,A24,E07
36007,L26,A24,E10
36007,L26,A24,E16
36007,L26,A24,E17
36007,L26,A24,E19
36007,L26,A24,E20
36007,L26,A24,E21
36007,L26,A24,E23
36007,L26,A24,E24
36007,L26,A24,F02
36007,L26,A25,E19
36007,L26,A25,E23
36042,H900303,A24,E23
36079,H90020103,A24,E06
36106,L26,A07,E24
36106,L26,A07,F27
36106,L26,A09,E24
36106,L26,A11,E24
36106,L26,A13,E24
36112,A019013,A04,E24
36112,A019013,A05,E24
36112,A019013,A18,E24
36112,A019013,A18,F26
36112,A019013,A18,F27
36112,A019013,A23,E20
36112,A019013,A24,E19
36117,L26,A04,E24
36117,L26,A05,E24
36117,L26,A06,E24
36117,L26,A09,E24
36117,L26,A13,E24
36117,L26,A14,E24
36117,L26,A18,E24
36117,L26,A18,F26
36122,L26,A04,E24
36150,L26,A09,E24
36152,C04020201,A04,E24
36167,L0206,A02,F26
36167,L0206,A04,E24
36167,L0206,A04,F26
36167,L0206,A05,E24
36167,L0206,A05,F26
36167,L0206,A12,E24
36167,L0206,A12,F26
36167,L0206,A17,E24
36167,L0206,A17,F26
36167,L0206,A27,F26
36170,L26,A02,E24
36170,L26,A09,E24
36175,L26,A01,E01
36175,L26,A01,E02
36175,L26,A01,E10
36175,L26,A01,E12
36175,L26,A01,E13
36175,L26,A01,E17
36175,L26,A01,E19
36175,L26,A01,E20
36175,L26,A01,E21
36175,L26,A01,E23
36175,L26,A01,E24
36175,L26,A01,F01
36175,L26,A04,E01
36175,L26,A04,E13
36175,L26,A04,E20
36175,L26,A04,E21
36175,L26,A04,E23
36175,L26,A04,E24
36175,L26,A04,F01
36175,L26,A05,E01
36175,L26,A05,E10
36175,L26,A05,E13
36175,L26,A05,E17
36175,L26,A05,E20
36175,L26,A05,E21
36175,L26,A05,E23
36175,L26,A05,E24
36175,L26,A05,F01
36175,L26,A07,E01
36175,L26,A07,E02
36175,L26,A07,E10
36175,L26,A07,E12
36175,L26,A07,E13
36175,L26,A07,E16
36175,L26,A07,E17
36175,L26,A07,E19
36175,L26,A07,E20
36175,L26,A07,E21
36175,L26,A07,E23
36175,L26,A07,E24
36175,L26,A07,F01
36175,L26,A09,E01
36175,L26,A09,E02
36175,L26,A09,E05
36175,L26,A09,E10
36175,L26,A09,E12
36175,L26,A09,E13
36175,L26,A09,E16
36175,L26,A09,E17
36175,L26,A09,E19
36175,L26,A09,E20
36175,L26,A09,E21
36175,L26,A09,E23
36175,L26,A09,E24
36175,L26,A09,F01
36175,L26,A10,E01
36175,L26,A10,E17
36175,L26,A10,E23
36175,L26,A10,F01
36175,L26,A11,E13
36175,L26,A11,E23
36175,L26,A11,E24
36175,L26,A11,F01
36175,L26,A12,E23
36175,L26,A12,E24
36175,L26,A12,F01
36175,L26,A13,E01
36175,L26,A13,E13
36175,L26,A13,E21
36175,L26,A13,E23
36175,L26,A13,E24
36175,L26,A13,F01
36175,L26,A15,E01
36175,L26,A15,E13
36175,L26,A15,E17
36175,L26,A15,E20
36175,L26,A15,E21
36175,L26,A15,E23
36175,L26,A15,E24
36175,L26,A15,F01
36175,L26,A19,E23
36175,L26,A19,F01
36175,L26,A21,E23
36175,L26,A21,F01
36175,L26,A24,E01
36175,L26,A24,E02
36175,L26,A24,E05
36175,L26,A24,E10
36175,L26,A24,E13
36175,L26,A24,E17
36175,L26,A24,E19
36175,L26,A24,E20
36175,L26,A24,E21
36175,L26,A24,E23
36175,L26,A24,E24
36175,L26,A24,F01
36175,L26,A26,E01
36175,L26,A26,E10
36175,L26,A26,E13
36175,L26,A26,E17
36175,L26,A26,E19
36175,L26,A26,E20
36175,L26,A26,E21
36175,L26,A26,E23
36175,L26,A26,E24
36175,L26,A26,F01
36196,M050101,A04,E24
36196,M050101,A14,E21
36196,M050101,A14,E24
36196,M050101,A24,E23
36196,M050101,A26,E24
36224,B030299,A04,E24
36224,B030299,A04,F26
36224,B030299,A05,E24
36224,B030299,A05,F26
36224,B030299,A07,E24
36224,B030299,A07,F26
36224,B030299,A10,E24
36224,B030299,A15,F26
36224,B030299,A17,E24
36224,B030299,A17,F26
36224,B030299,A23,E24
36224,B030299,A27,E24
36235,L26,A02,F26
36235,L26,A04,F26
36249,L26,A02,F26
36249,L26,A04,E20
36249,L26,A04,E24
36249,L26,A04,F26
36249,L26,A05,E24
36249,L26,A05,F26
36249,L26,A15,E20
36250,H900302,A01,E20
36250,H900302,A01,E21
36250,H900302,A01,E23
36250,H900302,A01,E24
36250,H900302,A01,F26
36250,H900302,A02,E24
36250,H900302,A02,F26
36250,H900302,A04,E20
36250,H900302,A04,E21
36250,H900302,A04,E23
36250,H900302,A04,E24
36250,H900302,A04,F26
36250,H900302,A05,E23
36250,H900302,A05,E24
36250,H900302,A05,F26
36250,H900302,A14,E23
36250,H900302,A14,E24
36250,H900302,A14,F26
36250,H900302,A15,E23
36250,H900302,A15,E24
36250,H900302,A24,E19
36250,H900302,A24,E20
36250,H900302,A24,E21
36250,H900302,A24,E23
36250,H900302,A24,E24
36250,H900302,A24,F26
36250,H900302,A26,E19
36250,H900302,A26,E20
36250,H900302,A26,E23
36250,H900302,A26,E24
36250,H900302,A27,E24
36251,B0399,A24,E19
36257,L26,A04,E24
36257,L26,A05,E24
36259,L26,A01,E21
36259,L26,A04,E21
36259,L26,A04,E24
36259,L26,A05,E16
36259,L26,A05,E21
36259,L26,A24,E23
36289,H900303,A02,E24
36289,H900303,A04,E24
36289,H900303,A05,E24
36289,H900303,A05,F26
36289,H900303,A05,F27
36289,H900303,A07,E24
36289,H900303,A07,F27
36289,H900303,A08,E24
36289,H900303,A08,F27
36289,H900303,A09,E24
36289,H900303,A09,F27
36289,H900303,A13,E24
36289,H900303,A13,F27
36289,H900303,A14,E24
36289,H900303,A14,F26
36289,H900303,A14,F27
36289,H900303,A16,E24
36289,H900303,A16,F26
36289,H900303,A16,F27
36289,H900303,A23,E24
36289,H900303,A23,F27
36292,A019013,A09,E24
36305,A019013,A03,E24
36305,A019013,A03,F26
36305,A019013,A10,F26
36305,A019013,A19,E24
36305,A019013,A19,F26
36336,A019003,A04,E24
36336,A019003,A04,F26
36336,A019003,A05,E24
36336,A019003,A07,E24
36336,A019003,A07,F26
36340,H900102,A04,E24
36340,H900102,A05,E24
36340,H900102,A05,F26
36340,H900102,A05,F27
36340,H900102,A06,E24
36340,H900102,A07,E24
36340,H900102,A07,F26
36340,H900102,A07,F27
36340,H900102,A08,E24
36340,H900102,A09,E24
36340,H900102,A09,F26
36340,H900102,A09,F27
36340,H900102,A10,E24
36340,H900102,A12,E24
36340,H900102,A13,E24
36340,H900102,A14,E24
36340,H900102,A14,F26
36340,H900102,A16,E24
36340,H900102,A18,E24
36340,H900102,A27,E24
36340,H900102,A27,F27
36347,C04020299,A05,E24
36347,C04020299,A09,E24
36365,H900303,A13,E24
36367,A019013,A10,F26
36534,H900303,A04,E24
36534,H900303,A04,F26
36534,H900303,A05,E24
36534,H900303,A05,F26
36534,H900303,A07,E24
36534,H900303,A07,F26
36534,H900303,A14,E24
36534,H900303,A16,F26
36545,H900303,A04,E24
36545,H900303,A05,E24
36545,H900303,A07,E24
36545,H900303,A07,F26
36545,H900303,A09,E24
36545,H900303,A12,E24
36545,H900303,A19,E24
36545,H900303,A19,F26
36545,H900303,A22,E24
36545,H900303,A23,E24
36545,H900303,A26,E24
36554,M050101,A04,E24
36612,H90020103,A07,E24
36612,H90020103,A09,E24
36626,A019013,A04,F26
36626,A019013,A06,E24
36626,A019013,A06,F26
36626,A019013,A09,E24
36626,A019013,A27,E24
36626,A019013,A27,F26
36706,L0102,A04,E24
36739,H90020103,A09,E24
36739,H90020103,A14,E24
36872,L26,A07,E24
36872,L26,A09,E24
36872,L26,A16,E24
36951,L26,A02,E24
36951,L26,A04,E24
36951,L26,A04,F27
36951,L26,A05,E24
36951,L26,A05,F27
36951,L26,A09,E24
36951,L26,A14,E24
36951,L26,A18,E24
36956,B0399,A02,E24
36956,B0399,A02,F26
36956,B0399,A02,F27
36956,B0399,A04,E24
36956,B0399,A05,E24
36956,B0399,A05,F26
36956,B0399,A05,F27
36956,B0399,A07,E23
36956,B0399,A07,E24
36956,B0399,A07,F26
36956,B0399,A07,F27
36956,B0399,A08,E24
36956,B0399,A08,F27
36956,B0399,A09,E24
36956,B0399,A09,F26
36956,B0399,A09,F27
36956,B0399,A10,E01
36956,B0399,A10,E21
36956,B0399,A10,E23
36956,B0399,A10,E24
36956,B0399,A10,F26
36956,B0399,A10,F27
36956,B0399,A11,E24
36956,B0399,A11,F26
36956,B0399,A14,E24
36956,B0399,A14,F26
36956,B0399,A14,F27
36956,B0399,A16,F26
36956,B0399,A23,E24
36956,B0399,A24,F26
36998,H900303,A09,E24
37006,L26,A04,E24
37047,K0107,A05,E24
37084,H90020103,A04,E24
37084,H90020103,A05,E24
37084,H90020103,A09,E24
37086,A019013,A04,E20
37086,A019013,A04,E24
37086,A019013,A04,F26
37086,A019013,A05,E24
37111,B030299,A04,E24
37243,L0104080101,A05,E24
37265,L070803,A02,E24
37265,L070803,A05,E24
37265,L070803,A05,F26
37265,L070803,A07,E01
37265,L070803,A07,E06
37265,L070803,A07,E07
37265,L070803,A07,E21
37265,L070803,A07,E23
37265,L070803,A07,E24
37265,L070803,A07,F01
37265,L070803,A07,F02
37265,L070803,A07,F26
37265,L070803,A07,F27
37265,L070803,A09,E06
37265,L070803,A09,E21
37265,L070803,A09,E24
37265,L070803,A09,F26
37265,L070803,A12,E24
37265,L070803,A13,E24
37265,L070803,A16,E24
37265,L070803,A16,F26
37265,L070803,A19,F26
37265,L070803,A24,E03
37265,L070803,A24,E05
37265,L070803,A24,E06
37265,L070803,A24,E17
37265,L070803,A24,E19
37265,L070803,A24,E20
37265,L070803,A24,E23
37265,L070803,A24,E24
37265,L070803,A24,F02
37265,L070803,A27,E24
37266,H900303,A08,E24
37266,H900303,A09,E24
37266,H900303,A13,E24
37272,M050101,A01,E21
37272,M050101,A02,E21
37272,M050101,A04,E21
37272,M050101,A04,E24
37272,M050101,A05,E21
37272,M050101,A05,E24
37272,M050101,A12,E24
37278,L03140104,A02,E24
37278,L03140104,A04,E24
37278,L03140104,A04,F26
37278,L03140104,A14,E24
37307,H900303,A01,E01
37307,H900303,A01,E21
37307,H900303,A01,E23
37307,H900303,A01,E24
37307,H900303,A01,F01
37307,H900303,A02,F26
37307,H900303,A04,E01
37307,H900303,A04,E21
37307,H900303,A04,E23
37307,H900303,A04,E24
37307,H900303,A04,F01
37307,H900303,A05,E01
37307,H900303,A05,E16
37307,H900303,A05,E20
37307,H900303,A05,E21
37307,H900303,A05,E23
37307,H900303,A05,E24
37307,H900303,A05,F01
37307,H900303,A07,E01
37307,H900303,A07,E02
37307,H900303,A07,E16
37307,H900303,A07,E17
37307,H900303,A07,E20
37307,H900303,A07,E21
37307,H900303,A07,E23
37307,H900303,A07,E24
37307,H900303,A07,F01
37307,H900303,A09,E01
37307,H900303,A09,E02
37307,H900303,A09,E16
37307,H900303,A09,E17
37307,H900303,A09,E20
37307,H900303,A09,E21
37307,H900303,A09,E23
37307,H900303,A09,E24
37307,H900303,A09,F01
37307,H900303,A10,E17
37307,H900303,A11,E01
37307,H900303,A11,E24
37307,H900303,A12,E01
37307,H900303,A12,E24
37307,H900303,A12,F01
37307,H900303,A13,E01
37307,H900303,A13,E21
37307,H900303,A13,E23
37307,H900303,A13,E24
37307,H900303,A13,F01
37307,H900303,A15,E01
37307,H900303,A15,E23
37307,H900303,A15,E24
37307,H900303,A15,F01
37307,H900303,A23,E24
37307,H900303,A24,E01
37307,H900303,A24,E02
37307,H900303,A24,E05
37307,H900303,A24,E16
37307,H900303,A24,E17
37307,H900303,A24,E19
37307,H900303,A24,E20
37307,H900303,A24,E21
37307,H900303,A24,E23
37307,H900303,A24,E24
37307,H900303,A24,F01
37307,H900303,A26,E01
37307,H900303,A26,E16
37307,H900303,A26,E21
37307,H900303,A26,E23
37307,H900303,A26,E24
37307,H900303,A26,F01
37315,L26,A04,E24
37315,L26,A05,E24
37315,L26,A05,F26
37315,L26,A07,E24
37315,L26,A07,F26
37315,L26,A09,E24
37315,L26,A12,E24
37315,L26,A13,E24
37315,L26,A16,E24
37315,L26,A19,E24
37315,L26,A19,F26
37315,L26,A22,E24
37315,L26,A23,E24
37315,L26,A25,E24
37315,L26,A26,E24
37323,M050101,A09,F26
37473,L01040502,A05,E24
37623,V0905,A05,E24
37623,V0905,A07,E24
37623,V0905,A09,E24
37623,V0905,A15,E24
37649,M050101,A04,E24
37649,M050101,A04,F27
37649,M050101,A05,E24
37649,M050101,A05,F27
37649,M050101,A07,E24
37649,M050101,A07,F27
37649,M050101,A08,E24
37649,M050101,A08,F27
37649,M050101,A09,E24
37649,M050101,A09,F26
37649,M050101,A09,F27
37649,M050101,A11,E24
37649,M050101,A11,F27
37649,M050101,A13,E24
37649,M050101,A13,F27
37649,M050101,A15,E24
37649,M050101,A15,F27
37649,M050101,A23,E24
37649,M050101,A24,E24
37649,M050101,A24,F27
37710,C010103,A09,E24
37710,C010103,A09,F27
37710,C010103,A14,E24
37796,H900303,A09,E24
37839,F900402,A04,E20
37839,F900402,A04,E24
37839,F900402,A04,F26
37839,F900402,A05,E24
37839,F900402,A05,F26
37839,F900402,A17,E24
37847,B0399,A15,F26
37875,L26,A05,E24
37875,L26,A05,F26
37875,L26,A07,E24
37875,L26,A07,F26
37875,L26,A09,E24
37875,L26,A09,F26
37875,L26,A16,F26
37876,M050101,A05,F26
37876,M050101,A09,F26
38000,M050101,A04,E24
38000,M050101,A04,F26
38153,A019013,A01,E21
38153,A019013,A01,E23
38153,A019013,A01,E24
38155,C04020299,A01,E16
38155,C04020299,A04,E16
38155,C04020299,A04,E23
38155,C04020299,A05,E16
38155,C04020299,A05,E23
38155,C04020299,A24,E16
38155,C04020299,A24,E23
38155,C04020299,A26,E16
38155,C04020299,A26,E23
38156,L26,A04,E16
38156,L26,A04,E23
38156,L26,A04,E24
38156,L26,A05,E16
38156,L26,A05,E20
38156,L26,A05,E21
38156,L26,A05,E23
38156,L26,A05,E24
38156,L26,A24,E16
38156,L26,A24,E19
38156,L26,A24,E21
38156,L26,A24,E23
38156,L26,A24,E24
38156,L26,A26,E19
38156,L26,A26,E23
38156,L26,A27,E16
38156,L26,A27,E19
38156,L26,A27,E24
38161,A019013,A01,E23
38470,H900303,A02,F26
38470,H900303,A07,E24
38470,H900303,A07,F26
38470,H900303,A09,E24
38470,H900303,A09,F26
38470,H900303,A11,E24
38470,H900303,A11,F26
38470,H900303,A13,E24
38470,H900303,A13,F26
38470,H900303,A16,E24
38470,H900303,A16,F26
38474,L0102,A24,E17
38474,L0102,A24,E23
38678,H900102,A05,E24
38678,H900102,A07,E24
38678,H900102,A09,E24
38678,H900102,A11,E24
38678,H900102,A11,F26
38678,H900102,A15,E24
38678,H900102,A24,E05
38678,H900102,A24,E20
38678,H900102,A24,E24
38678,H900102,A25,E24
38703,L0102,A04,E24
38703,L0102,A05,E24
38723,H90020103,A05,E24
38723,H90020103,A09,E24
38723,H90020103,A15,E24
38723,H90020103,A23,E24
38723,H90020103,A23,F26
38792,B0399,A02,E24
38792,B0399,A04,E24
38792,B0399,A04,F26
38792,B0399,A05,E07
38792,B0399,A05,E24
38792,B0399,A05,F26
38792,B0399,A14,E24
38792,B0399,A14,F26
38805,L26,A09,E24
38805,L26,A18,E24
38805,L26,A18,F26
38821,C010103,A04,E24
38825,B0399,A14,F26
38834,C010103,A04,F26
40761,H90020103,A02,E24
40761,H90020103,A05,E24
40761,H90020103,A07,E24
40761,H90020103,A07,F26
40761,H90020103,A09,E24
40761,H90020103,A09,F26
40761,H90020103,A11,E24
40761,H90020103,A11,F26
40761,H90020103,A19,F26
40761,H90020103,A25,E24
40768,C010103,A02,E24
40768,C010103,A04,E24
40768,C010103,A09,E24
40768,C010103,A09,F26
40943,L26,A11,E24
40971,H900303,A07,F26
40971,H900303,A19,F26
41128,W02069005,A03,E24
41128,W02069005,A09,E24
41128,W02069005,A09,F26
41128,W02069005,A14,E24
41264,L26,A05,E24
41264,L26,A05,F27
41264,L26,A07,E24
41264,L26,A07,F27
41264,L26,A10,E24
41264,L26,A10,F27
41264,L26,A16,E24
41267,L26,A05,E24
41267,L26,A05,F26
41267,L26,A10,E24
41267,L26,A10,F26
41267,L26,A10,F27
41707,L0206,A14,E24
41707,L0206,A14,F26
41707,L0206,A18,E24
41875,L26,A27,E16
41875,L26,A27,E20
41978,M050101,A14,F26
41978,M050101,A23,F26
42411,L26,A02,E24
42411,L26,A05,E24
42411,L26,A05,F26
42411,L26,A05,F27
42411,L26,A07,E24
42411,L26,A07,F27
42411,L26,A08,E24
42411,L26,A08,F27
42411,L26,A09,E24
42411,L26,A09,F26
42411,L26,A09,F27
42411,L26,A10,E24
42411,L26,A11,E24
42411,L26,A12,E24
42411,L26,A14,E07
42411,L26,A14,E24
42411,L26,A14,F26
42411,L26,A14,F27
42411,L26,A16,E24
42411,L26,A16,F27
42411,L26,A26,E24
42526,M03030203,A24,E08
42584,C010103,A04,E24
42584,C010103,A18,E24
42625,H90020103,A09,E24
42701,B0399,A04,F26
42743,B0399,A05,F26
42981,H90020103,A04,F26
42981,H90020103,A05,E24
42981,H90020103,A05,F26
43053,L0206,A04,E24
43053,L0206,A09,E24
43053,L0206,A13,E24
43053,L0206,A19,E24
43167,H010202020302,A01,E16
43167,H010202020302,A01,E19
43167,H010202020302,A01,E21
43167,H010202020302,A01,E23
43167,H010202020302,A04,E16
43167,H010202020302,A04,E23
43167,H010202020302,A05,E16
43167,H010202020302,A05,E23
43167,H010202020302,A05,E24
43167,H010202020302,A12,E16
43167,H010202020302,A12,E23
43167,H010202020302,A15,E16
43167,H010202020302,A15,E23
43167,H010202020302,A15,E24
43167,H010202020302,A23,E16
43167,H010202020302,A23,E23
43167,H010202020302,A24,E04
43167,H010202020302,A24,E05
43167,H010202020302,A24,E06
43167,H010202020302,A24,E16
43167,H010202020302,A24,E17
43167,H010202020302,A24,E19
43167,H010202020302,A24,E21
43167,H010202020302,A24,E23
43167,H010202020302,A24,E24
43167,H010202020302,A26,E16
43167,H010202020302,A26,E19
43167,H010202020302,A26,E23
43167,H010202020302,A27,E19
43167,H010202020302,A27,E23
43168,A019013,A04,E16
43168,A019013,A04,E21
43168,A019013,A04,E23
43168,A019013,A04,E24
43168,A019013,A05,E16
43168,A019013,A05,E19
43168,A019013,A05,E20
43168,A019013,A05,E21
43168,A019013,A05,E23
43168,A019013,A05,E24
43168,A019013,A15,E24
43168,A019013,A24,E05
43168,A019013,A24,E16
43168,A019013,A24,E19
43168,A019013,A24,E21
43168,A019013,A24,E23
43168,A019013,A24,E24
43168,A019013,A26,E16
43168,A019013,A26,E19
43168,A019013,A26,E23
43168,A019013,A27,E16
43168,A019013,A27,E19
43168,A019013,A27,E23
43267,H90020103,A11,E24
43376,B030299,A04,E24
43376,B030299,A04,F26
43390,B030299,A04,E20
43390,B030299,A04,E24
43390,B030299,A04,F26
43526,B0399,A04,F26
43526,B0399,A05,E24
43526,B0399,A05,F26
43526,B0399,A15,F26
43554,L1910,A09,E24
43555,H90020103,A04,E24
43555,H90020103,A04,F26
43555,H90020103,A05,E24
43555,H90020103,A05,F26
43555,H90020103,A07,E24
43555,H90020103,A10,E24
43555,H90020103,A10,F26
43555,H90020103,A15,E24
43555,H90020103,A17,E24
43566,B0399,A04,F26
43566,B0399,A15,F26
43660,H90020103,A04,E24
43660,H90020103,A04,F27
43660,H90020103,A05,E24
43660,H90020103,A05,F26
43660,H90020103,A07,E24
43660,H90020103,A10,E24
43660,H90020103,A17,E24
43663,L26,A05,E24
43663,L26,A07,E24
43663,L26,A10,E24
43663,L26,A10,F26
43664,L26,A05,E24
43664,L26,A18,E24
43665,H90020103,A05,E24
43665,H90020103,A05,F26
43665,H90020103,A07,E24
43665,H90020103,A10,E24
43665,H90020103,A10,F26
43691,B0399,A04,E24
43691,B0399,A04,F26
43691,B0399,A05,E24
43691,B0399,A05,F26
43691,B0399,A15,E24
43691,B0399,A15,F26
43691,B0399,A23,E24
43764,B0399,A04,E24
43764,B0399,A04,F26
43764,B0399,A15,E24
43962,L26,A04,E24
