gmdn,emdn,deviceproblem,patientproblem
47785,V0903,A02,E24
47785,V0903,A04,E24
47785,V0903,A04,F26
47785,V0903,A05,E24
47785,V0903,A05,F26
47785,V0903,A07,E24
47785,V0903,A09,E24
47785,V0903,A10,F26
47785,V0903,A24,E24
47785,V0903,A27,F26
47786,H900303,A04,E24
47786,H900303,A05,E24
47787,L26,A23,F26
47796,B0399,A05,E24
47796,B0399,A05,F26
47804,H900303,A01,E17
47804,H900303,A01,E23
47804,H900303,A01,E24
47804,H900303,A05,E24
47804,H900303,A07,E24
47804,H900303,A07,F26
47804,H900303,A09,E24
47804,H900303,A09,F26
47804,H900303,A11,E24
47804,H900303,A13,E24
47804,H900303,A13,F26
47804,H900303,A16,E24
47804,H900303,A24,E17
47804,H900303,A24,E19
47804,H900303,A24,E20
47804,H900303,A24,E23
47807,L26,A04,E24
47807,L26,A04,F26
47807,L26,A05,E24
47807,L26,A05,F26
47807,L26,A17,E24
47807,L26,A17,F26
47829,H900304,A04,E24
47829,H900304,A04,F26
47829,H900304,A04,F27
47829,H900304,A05,E24
47829,H900304,A05,F26
47829,H900304,A08,E24
47829,H900304,A12,E24
47829,H900304,A17,E24
47829,H900304,A17,F26
47829,H900304,A18,F26
47830,H900304,A08,E24
47831,B0399,A04,E24
47831,B0399,A05,E24
47831,B0399,A17,E24
47831,B0399,A17,F26
47845,H900303,A05,F26
47847,M050101,A04,E24
47847,M050101,A04,F26
47847,M050101,A05,E24
47847,M050101,A17,E24
47847,M050101,A17,F26
47848,K01020107,A05,F27
47859,H900303,A10,E24
47864,H900304,A05,E24
47864,H900304,A05,F27
47866,M050101,A04,E24
47866,M050101,A04,F26
47866,M050101,A17,E24
47867,L26,A05,F26
47887,M050101,A04,F26
47887,M050101,A05,F26
47887,M050101,A23,E23
47887,M050101,A24,E04
47887,M050101,A24,E17
47887,M050101,A24,E18
47887,M050101,A24,E19
47887,M050101,A24,E23
47910,H900304,A05,E24
47910,H900304,A07,E24
47910,H900304,A09,E24
47910,H900304,A16,E24
47917,C010103,A05,F26
47917,C010103,A15,E24
47932,L26,A04,E20
47932,L26,A04,E24
47932,L26,A04,F26
47932,L26,A05,E20
47932,L26,A05,E24
47932,L26,A05,F26
47932,L26,A15,E20
47932,L26,A15,E24
47932,L26,A15,F26
47932,L26,A23,E24
47932,L26,A23,F26
47932,L26,A24,E23
47955,C010103,A05,E24
47955,C010103,A05,F26
47955,C010103,A05,F27
47955,C010103,A07,E24
47955,C010103,A07,F26
47955,C010103,A14,E24
47955,C010103,A16,E24
47955,C010103,A24,E19
47959,A019013,A24,E08
47986,B0399,A01,E13
47986,B0399,A01,E17
47986,B0399,A01,E19
47986,B0399,A01,E20
47986,B0399,A01,E23
47986,B0399,A24,E01
47986,B0399,A24,E02
47986,B0399,A24,E05
47986,B0399,A24,E10
47986,B0399,A24,E13
47986,B0399,A24,E14
47986,B0399,A24,E17
47986,B0399,A24,E19
47986,B0399,A24,E20
47986,B0399,A24,E23
47986,B0399,A24,E24
47986,B0399,A27,E13
47986,B0399,A27,E23
47986,B0399,A27,E24
48001,H900303,A01,E23
48001,H900303,A07,E10
48001,H900303,A07,E21
48001,H900303,A07,E23
48001,H900303,A07,E24
48001,H900303,A07,F01
48001,H900303,A09,E10
48001,H900303,A09,E23
48001,H900303,A09,F01
48001,H900303,A24,E10
48001,H900303,A24,E19
48001,H900303,A24,E23
48001,H900303,A26,E24
48011,H900304,A04,E24
48027,L26,A07,E24
48027,L26,A10,E24
48027,L26,A14,E24
48031,W02020502,A05,E24
48031,W02020502,A09,E24
48031,W02020502,A09,F26
48031,W02020502,A11,E24
48045,L26,A07,F27
48047,B0399,A05,E24
48047,B0399,A07,E24
48047,B0399,A09,E24
48047,B0399,A16,E24
48048,L26,A01,E17
48048,L26,A02,E24
48048,L26,A02,F27
48048,L26,A04,E24
48048,L26,A04,F27
48048,L26,A05,E24
48048,L26,A05,F27
48048,L26,A07,E06
48048,L26,A07,E24
48048,L26,A07,F02
48048,L26,A07,F26
48048,L26,A07,F27
48048,L26,A08,E24
48048,L26,A09,E24
48048,L26,A09,F26
48048,L26,A09,F27
48048,L26,A11,F27
48048,L26,A12,E24
48048,L26,A15,E24
48048,L26,A16,E24
48048,L26,A16,F27
48048,L26,A19,F27
48048,L26,A23,F27
48051,A019013,A01,E17
48051,A019013,A02,E24
48051,A019013,A04,E24
48051,A019013,A05,E24
48051,A019013,A07,E01
48051,A019013,A07,E06
48051,A019013,A07,E17
48051,A019013,A07,E20
48051,A019013,A07,E21
48051,A019013,A07,E23
48051,A019013,A07,E24
48051,A019013,A07,F02
48051,A019013,A09,E01
48051,A019013,A09,E06
48051,A019013,A09,E20
48051,A019013,A09,E21
48051,A019013,A09,E23
48051,A019013,A09,E24
48051,A019013,A09,F02
48051,A019013,A12,E24
48051,A019013,A13,E24
48051,A019013,A15,E24
48051,A019013,A16,E24
48051,A019013,A23,E06
48051,A019013,A23,E21
48051,A019013,A23,E24
48051,A019013,A23,F02
48051,A019013,A24,E06
48051,A019013,A24,E17
48051,A019013,A24,E21
48051,A019013,A24,F02
48051,A019013,A27,E24
48060,B0399,A05,E05
48060,B0399,A05,E23
48060,B0399,A05,E24
48060,B0399,A24,E05
48060,B0399,A24,E23
48060,B0399,A24,E24
48060,B0399,A24,F02
48066,A019013,A01,E16
48066,A019013,A01,E23
48066,A019013,A04,E23
48066,A019013,A24,E16
48066,A019013,A24,E19
48066,A019013,A24,E21
48066,A019013,A24,E23
48066,A019013,A24,E24
48067,B0399,A01,E16
48067,B0399,A01,E23
48067,B0399,A02,E24
48067,B0399,A24,E16
48067,B0399,A24,E19
48067,B0399,A24,E23
48067,B0399,A24,E24
48088,K0199,A24,E16
48088,K0199,A24,E23
48092,A019013,A05,E16
48092,A019013,A05,E21
48092,A019013,A24,E19
48093,A010601,A05,E16
48321,B0399,A09,E24
48366,B0399,A09,E24
48447,L0918,A09,F26
49119,U020301,A09,E24
51081,L26,A15,E24
51083,L0102,A04,E12
51083,L0102,A04,E24
51083,L0102,A04,F26
51083,L0102,A05,E12
51083,L0102,A05,E24
51083,L0102,A05,F26
51083,L0102,A07,E12
51083,L0102,A07,E24
51083,L0102,A07,F26
51083,L0102,A07,F27
51083,L0102,A08,E12
51083,L0102,A08,E24
51083,L0102,A09,E12
51083,L0102,A09,E24
51083,L0102,A09,F26
51083,L0102,A10,E24
51083,L0102,A10,F26
51083,L0102,A11,E12
51083,L0102,A11,E24
51083,L0102,A11,F26
51083,L0102,A12,E12
51083,L0102,A12,E24
51083,L0102,A12,F26
51083,L0102,A13,E12
51083,L0102,A13,E24
51083,L0102,A13,F26
51083,L0102,A14,E01
51083,L0102,A14,E10
51083,L0102,A14,E12
51083,L0102,A14,E24
51083,L0102,A14,F26
51083,L0102,A14,F27
51083,L0102,A15,E24
51083,L0102,A15,F26
51083,L0102,A16,E12
51083,L0102,A16,E24
51083,L0102,A16,F26
51083,L0102,A18,E24
51083,L0102,A22,E24
51083,L0102,A23,E12
51083,L0102,A23,E24
51083,L0102,A23,F26
51083,L0102,A24,E01
51083,L0102,A24,E06
51083,L0102,A24,E10
51083,L0102,A24,E12
51083,L0102,A24,E13
51083,L0102,A24,E16
51083,L0102,A24,E20
51083,L0102,A24,E23
51083,L0102,A24,E24
51083,L0102,A24,F26
51083,L0102,A26,E12
51083,L0102,A26,E24
51707,L0908,A09,E24
52438,W02070403,A09,E24
52861,B030299,A09,E10
52861,B030299,A09,E23
52861,B030299,A09,E24
53006,M050101,A09,F27
53307,H900303,A09,E12
53307,H900303,A09,E24
53307,H900303,A09,F26
53590,W02070102,A09,E10
53590,W02070102,A09,E23
53616,B030299,A01,E06
53616,B030299,A01,E24
53616,B030299,A01,F26
53616,B030299,A04,F26
53616,B030299,A05,E24
53616,B030299,A05,F26
53616,B030299,A09,F26
53616,B030299,A15,E24
53616,B030299,A15,F02
53616,B030299,A15,F26
53616,B030299,A23,F26
53616,B030299,A24,E06
54013,H900303,A09,E23
54211,L03140104,A09,E24
54277,L1910,A09,E24
54386,L070809,A09,E24
54386,L070809,A09,F26
54417,B030299,A09,E24
54417,B030299,A09,F27
54665,B030299,A09,E24
55834,L0204,A01,E16
55834,L0204,A01,E23
55834,L0204,A01,E24
55834,L0204,A04,E16
55834,L0204,A12,E16
55834,L0204,A27,E16
55834,L0204,A27,E19
55836,H90020103,A05,E24
55847,H900303,A01,E01
55847,H900303,A01,E04
55847,H900303,A01,E07
55847,H900303,A01,E16
55847,H900303,A01,E17
55847,H900303,A01,E19
55847,H900303,A01,E21
55847,H900303,A01,E23
55847,H900303,A01,E24
55847,H900303,A01,F26
55847,H900303,A04,E16
55847,H900303,A04,E21
55847,H900303,A04,E23
55847,H900303,A04,F26
55847,H900303,A05,E21
55847,H900303,A15,E16
55847,H900303,A15,E19
55847,H900303,A15,E21
55847,H900303,A15,E23
55847,H900303,A15,E24
55847,H900303,A15,F26
55847,H900303,A24,E21
55847,H900303,A24,E23
55848,K0199,A01,E01
55848,K0199,A01,E04
55848,K0199,A01,E05
55848,K0199,A01,E07
55848,K0199,A01,E16
55848,K0199,A01,E17
55848,K0199,A01,E19
55848,K0199,A01,E20
55848,K0199,A01,E21
55848,K0199,A01,E23
55848,K0199,A01,E24
55848,K0199,A04,E21
55848,K0199,A04,E23
55848,K0199,A04,E24
55848,K0199,A15,E23
55848,K0199,A15,E24
55848,K0199,A24,E05
55848,K0199,A24,E19
55848,K0199,A24,E21
55848,K0199,A24,E23
55848,K0199,A24,E24
55849,L26,A01,E01
55849,L26,A01,E04
55849,L26,A01,E05
55849,L26,A01,E07
55849,L26,A01,E16
55849,L26,A01,E17
55849,L26,A01,E19
55849,L26,A01,E20
55849,L26,A01,E21
55849,L26,A01,E23
55849,L26,A01,E24
55849,L26,A02,E21
55849,L26,A02,E24
55849,L26,A04,E01
55849,L26,A04,E05
55849,L26,A04,E16
55849,L26,A04,E17
55849,L26,A04,E19
55849,L26,A04,E21
55849,L26,A04,E23
55849,L26,A04,E24
55849,L26,A05,E05
55849,L26,A05,E19
55849,L26,A05,E21
55849,L26,A05,E23
55849,L26,A05,E24
55849,L26,A15,E01
55849,L26,A15,E05
55849,L26,A15,E07
55849,L26,A15,E19
55849,L26,A15,E21
55849,L26,A15,E23
55849,L26,A15,E24
55849,L26,A21,E21
55849,L26,A21,E24
55849,L26,A24,E01
55849,L26,A24,E04
55849,L26,A24,E05
55849,L26,A24,E07
55849,L26,A24,E16
55849,L26,A24,E17
55849,L26,A24,E19
55849,L26,A24,E21
55849,L26,A24,E23
55849,L26,A24,E24
55849,L26,A26,E19
55849,L26,A26,E21
55849,L26,A26,E23
55849,L26,A26,E24
56284,K0199,A04,E24
56284,K0199,A04,F26
56284,K0199,A04,F27
56284,K0199,A05,E20
56284,K0199,A05,E24
56284,K0199,A05,F26
56284,K0199,A05,F27
56284,K0199,A14,E24
56284,K0199,A14,F26
56284,K0199,A15,E20
56284,K0199,A15,E24
56284,K0199,A15,F26
56284,K0199,A23,E24
56284,K0199,A23,F26
56284,K0199,A24,E01
56284,K0199,A24,E05
56284,K0199,A24,E06
56284,K0199,A24,E07
56284,K0199,A24,E23
56284,K0199,A24,F02
56296,C010103,A04,E24
56296,C010103,A04,F26
56296,C010103,A05,E24
56296,C010103,A05,F26
56296,C010103,A07,E24
56296,C010103,A09,F26
56296,C010103,A15,E24
56308,M050101,A24,E23
56308,M050101,A26,E23
56667,H900303,A09,E24
56672,W02020502,A09,E24
56676,W02079002,A05,E24
56676,W02079002,A09,E24
56676,W02079002,A09,F26
56682,C04020201,A09,E24
56687,B0399,A09,E24
56687,B0399,A09,F26
56701,L26,A05,E24
56701,L26,A09,E24
56701,L26,A09,F26
56701,L26,A10,F27
56701,L26,A11,F27
56710,B030299,A15,E24
56710,B030299,A24,E19
56710,B030299,A24,E23
56732,L0902,A14,E24
56732,L0902,A24,E03
56732,L0902,A24,E05
56732,L0902,A24,E06
56739,H900303,A09,E24
56739,H900303,A09,F26
56747,W02020502,A09,E24
56887,L0902,A09,E24
57790,M03030203,A01,E06
57790,M03030203,A01,E20
57790,M03030203,A04,E24
57790,M03030203,A04,F26
57790,M03030203,A05,E06
57790,M03030203,A05,E07
57790,M03030203,A05,E20
57790,M03030203,A05,E23
57790,M03030203,A05,E24
57790,M03030203,A05,F26
57790,M03030203,A05,F27
57790,M03030203,A15,E06
57790,M03030203,A15,E20
57790,M03030203,A15,E24
57790,M03030203,A15,F26
57790,M03030203,A23,E06
57790,M03030203,A23,E20
57790,M03030203,A23,E24
57790,M03030203,A23,F26
57790,M03030203,A24,E06
57790,M03030203,A24,E07
57790,M03030203,A24,E20
57790,M03030203,A24,E23
57828,L26,A16,E24
57828,L26,A16,F27
57839,W02020502,A05,E24
57839,W02020502,A09,E24
57840,W0204,A09,E24
57840,W0204,A09,F26
57846,H900304,A09,E24
57846,H900304,A09,F26
57871,W02070102,A05,E24
57874,H900303,A04,E20
57874,H900303,A04,E24
57874,H900303,A04,F26
57874,H900303,A05,E20
57874,H900303,A05,E24
57874,H900303,A05,F26
57874,H900303,A15,F26
57874,H900303,A24,E23
57874,H900303,A27,E23
57885,V0905,A09,E24
57944,C010103,A04,E24
57944,C010103,A04,F26
57944,C010103,A05,E24
57944,C010103,A05,F26
57944,C010103,A07,E24
57944,C010103,A09,E24
57944,C010103,A09,F26
57995,L26,A05,E24
57995,L26,A14,E24
57995,L26,A14,F26
57995,L26,A24,E08
57995,L26,A24,E23
57995,L26,A24,E24
58005,B0399,A01,E23
58005,B0399,A01,E24
58005,B0399,A04,E24
58005,B0399,A04,F26
58005,B0399,A04,F27
58005,B0399,A05,E24
58005,B0399,A15,E24
58039,C010103,A04,F26
58039,C010103,A05,E24
58039,C010103,A05,F26
58057,L26,A04,E24
58057,L26,A15,E24
58115,L26,A04,E20
58115,L26,A04,E24
58115,L26,A04,F26
58115,L26,A05,E20
58115,L26,A05,E24
58115,L26,A05,F26
58115,L26,A15,E05
58115,L26,A15,E24
58115,L26,A15,F26
58130,L26,A05,E24
58130,L26,A09,F27
58130,L26,A10,E24
58130,L26,A10,F27
58130,L26,A14,E24
58130,L26,A24,E01
58130,L26,A24,E06
58130,L26,A24,F02
58145,B0399,A09,E24
58145,B0399,A14,E24
58173,B030299,A02,F27
58173,B030299,A04,E20
58173,B030299,A04,E24
58173,B030299,A04,F26
58173,B030299,A04,F27
58173,B030299,A05,E24
58173,B030299,A05,F26
58173,B030299,A14,E24
58173,B030299,A14,F26
58173,B030299,A15,E24
58173,B030299,A15,F26
58173,B030299,A24,E01
58173,B030299,A24,E05
58174,L26,A04,E24
58183,L26,A24,E07
58271,L1210,A09,E18
58271,L1210,A09,E24
58330,B030299,A09,F27
58357,H90020101,A04,F26
58357,H90020101,A05,F26
58357,H90020101,A11,F26
58357,H90020101,A15,E07
58357,H90020101,A15,E20
58357,H90020101,A15,E24
58357,H90020101,A15,F26
58479,L26,A04,E24
58479,L26,A04,F26
58479,L26,A17,E24
58480,B0399,A04,E24
58480,B0399,A04,F26
58480,B0399,A05,E24
58480,B0399,A17,E24
58481,L0102,A04,E24
58481,L0102,A04,F26
58481,L0102,A12,F26
58481,L0102,A17,E24
58481,L0102,A17,F26
58483,B0399,A02,E24
58483,B0399,A02,F26
58483,B0399,A04,E24
58483,B0399,A04,F26
58483,B0399,A05,E05
58483,B0399,A05,E21
58483,B0399,A05,E24
58483,B0399,A05,F26
58483,B0399,A15,E24
58483,B0399,A15,F26
58483,B0399,A24,E05
58483,B0399,A24,E21
58483,B0399,A25,E24
58585,L26,A09,E24
58585,L26,A18,E24
58684,M050101,A09,E24
58714,B0399,A04,E24
58715,H900304,A04,E24
58715,H900304,A04,F26
58715,H900304,A17,F26
58715,H900304,A27,F26
58716,V06010199,A02,F26
58716,V06010199,A04,E24
58716,V06010199,A04,F26
58716,V06010199,A04,F27
58716,V06010199,A05,E24
58716,V06010199,A05,F26
58716,V06010199,A17,E24
58771,B0399,A02,F27
58771,B0399,A04,E24
58771,B0399,A04,F26
58771,B0399,A04,F27
58771,B0399,A05,E24
58771,B0399,A05,F26
58771,B0399,A05,F27
58771,B0399,A14,E06
58771,B0399,A14,E23
58771,B0399,A15,E24
58771,B0399,A15,F26
58771,B0399,A24,E06
58771,B0399,A24,E23
58771,B0399,A24,F02
58808,L0102,A15,E01
58808,L0102,A15,E16
58814,B0399,A09,F26
58865,L26,A01,E05
58865,L26,A01,E24
58865,L26,A02,E24
58865,L26,A04,E05
58865,L26,A04,E20
58865,L26,A04,E24
58865,L26,A04,F26
58865,L26,A04,F27
58865,L26,A05,E05
58865,L26,A05,E06
58865,L26,A05,E24
58865,L26,A05,F26
58865,L26,A14,E24
58865,L26,A15,E05
58865,L26,A15,E24
58865,L26,A15,F26
58865,L26,A17,E24
58865,L26,A18,E24
58865,L26,A18,F27
58865,L26,A23,E05
58865,L26,A24,E03
58865,L26,A24,E05
58865,L26,A24,E06
58865,L26,A24,E23
58865,L26,A24,E24
58865,L26,A26,E24
58908,B030299,A24,E19
58977,L26,A05,E24
58977,L26,A05,F26
59009,L26,A04,E24
59016,L26,A04,E12
59016,L26,A04,F26
59016,L26,A05,E24
59016,L26,A07,E12
59016,L26,A07,F26
59016,L26,A08,E12
59016,L26,A08,F26
59016,L26,A09,E12
59016,L26,A09,F26
59016,L26,A24,E12
59016,L26,A26,E12
59225,L26,A04,E24
59240,C04020299,A09,E10
59240,C04020299,A09,E23
59248,C04020299,A09,E10
59248,C04020299,A09,E23
59248,C04020299,A09,E24
59249,H010202020301,A09,E10
59249,H010202020301,A09,E23
59249,H010202020301,A09,E24
59870,M050101,A05,E24
59870,M050101,A05,F26
59871,V06010199,A05,F26
59872,L26,A05,F26
59875,M050101,A02,F26
59875,M050101,A04,E24
59875,M050101,A04,F26
59875,M050101,A05,E20
59875,M050101,A05,E21
59875,M050101,A05,E24
59875,M050101,A05,F26
59875,M050101,A15,F26
59875,M050101,A24,E05
59875,M050101,A24,E20
59875,M050101,A24,E21
59875,M050101,A24,E23
59875,M050101,A25,E24
60242,L26,A01,E06
60242,L26,A01,E07
60242,L26,A01,E24
60242,L26,A04,E06
60242,L26,A04,E07
60242,L26,A04,E23
60242,L26,A04,E24
60242,L26,A05,E06
60242,L26,A05,E07
60242,L26,A05,E23
60242,L26,A05,E24
60242,L26,A14,E06
60242,L26,A14,E07
60242,L26,A14,E23
60242,L26,A14,E24
60242,L26,A24,E06
60242,L26,A24,E23
60242,L26,A24,E24
60242,L26,A26,E05
60242,L26,A26,E06
60242,L26,A26,E07
60242,L26,A26,E23
60242,L26,A26,E24
60242,L26,A26,F02
60244,P030101030203,A04,E06
60244,P030101030203,A04,E24
60244,P030101030203,A05,E06
60244,P030101030203,A05,E07
60244,P030101030203,A05,E24
60244,P030101030203,A14,E06
60244,P030101030203,A14,E07
60244,P030101030203,A14,E24
60244,P030101030203,A24,E06
60244,P030101030203,A26,E06
60244,P030101030203,A26,E24
60245,L26,A01,E05
60245,L26,A01,E06
60245,L26,A01,E23
60245,L26,A01,E24
60245,L26,A04,E05
60245,L26,A04,E06
60245,L26,A04,E07
60245,L26,A04,E23
60245,L26,A04,E24
60245,L26,A04,F26
60245,L26,A05,E05
60245,L26,A05,E06
60245,L26,A05,E07
60245,L26,A05,E23
60245,L26,A05,E24
60245,L26,A05,F02
60245,L26,A05,F26
60245,L26,A14,E06
60245,L26,A14,E23
60245,L26,A14,E24
60245,L26,A15,E05
60245,L26,A15,E06
60245,L26,A15,E20
60245,L26,A15,E23
60245,L26,A15,E24
60245,L26,A15,F02
60245,L26,A15,F26
60245,L26,A24,E01
60245,L26,A24,E05
60245,L26,A24,E06
60245,L26,A24,E23
60245,L26,A24,E24
60245,L26,A24,F02
60245,L26,A26,E06
60245,L26,A26,E24
60246,B0399,A01,E24
60246,B0399,A04,E05
60246,B0399,A04,E24
60246,B0399,A05,E06
60246,B0399,A05,E24
60246,B0399,A14,E24
60246,B0399,A15,E05
60246,B0399,A15,E24
60246,B0399,A24,E06
60246,B0399,A24,E24
60246,B0399,A26,E24
60247,V06010199,A01,E24
60247,V06010199,A04,E06
60247,V06010199,A04,E07
60247,V06010199,A04,E24
60247,V06010199,A05,E06
60247,V06010199,A05,E24
60247,V06010199,A14,E06
60247,V06010199,A14,E24
60247,V06010199,A15,E24
60247,V06010199,A24,E06
60247,V06010199,A24,E24
60247,V06010199,A26,E06
60247,V06010199,A26,E24
60300,K0199,A01,E01
60300,K0199,A01,E02
60300,K0199,A01,E03
60300,K0199,A01,E05
60300,K0199,A01,E10
60300,K0199,A01,E17
60300,K0199,A01,E19
60300,K0199,A01,E20
60300,K0199,A01,E21
60300,K0199,A01,E23
60300,K0199,A01,E24
60300,K0199,A02,E19
60300,K0199,A02,E21
60300,K0199,A02,E23
60300,K0199,A04,E10
60300,K0199,A04,E17
60300,K0199,A04,E19
60300,K0199,A04,E20
60300,K0199,A04,E21
60300,K0199,A04,E23
60300,K0199,A04,E24
60300,K0199,A05,E02
60300,K0199,A05,E10
60300,K0199,A05,E17
60300,K0199,A05,E19
60300,K0199,A05,E20
60300,K0199,A05,E21
60300,K0199,A05,E23
60300,K0199,A05,E24
60300,K0199,A24,E01
60300,K0199,A24,E02
60300,K0199,A24,E03
60300,K0199,A24,E05
60300,K0199,A24,E10
60300,K0199,A24,E17
60300,K0199,A24,E18
60300,K0199,A24,E19
60300,K0199,A24,E20
60300,K0199,A24,E21
60300,K0199,A24,E23
60300,K0199,A24,E24
60300,K0199,A25,E23
60300,K0199,A26,E03
60300,K0199,A26,E10
60300,K0199,A26,E17
60300,K0199,A26,E19
60300,K0199,A26,E20
60300,K0199,A26,E21
60300,K0199,A26,E23
60300,K0199,A26,E24
60337,M030405,A26,E06
60337,M030405,A26,E24
60341,L26,A05,E24
60341,L26,A09,E24
60423,B030299,A24,E06
60424,M050201,A15,E23
60424,M050201,A15,E24
60424,M050201,A24,E23
60487,L26,A05,E24
60487,L26,A15,E24
60710,L26,A01,E05
60710,L26,A05,E24
60710,L26,A12,E24
60710,L26,A15,E05
60710,L26,A15,E23
60710,L26,A24,E05
60710,L26,A24,E23
60710,L26,A26,E05
60711,H900303,A04,E01
60711,H900303,A04,E06
60711,H900303,A04,E07
60711,H900303,A04,E08
60711,H900303,A04,E10
60711,H900303,A04,E13
60711,H900303,A04,E17
60711,H900303,A04,E18
60711,H900303,A04,E23
60711,H900303,A04,E24
60711,H900303,A18,E07
60711,H900303,A18,E24
60712,H900303,A04,E01
60712,H900303,A04,E06
60712,H900303,A04,E07
60712,H900303,A04,E08
60712,H900303,A04,E10
60712,H900303,A04,E18
60712,H900303,A04,E23
60712,H900303,A04,E24
60720,K0107,A04,E24
60720,K0107,A24,E01
60720,K0107,A24,E06
60720,K0107,A24,E23
60758,R070102,A04,F26
60762,H900303,A04,E24
60762,H900303,A04,F26
60770,L250301,A04,E12
60770,L250301,A04,E24
60770,L250301,A05,E12
60770,L250301,A05,E24
60770,L250301,A07,E24
60770,L250301,A09,E24
60770,L250301,A10,E24
60770,L250301,A11,E24
60770,L250301,A12,E24
60770,L250301,A13,E24
60770,L250301,A14,E12
60770,L250301,A14,E24
60770,L250301,A15,E12
60770,L250301,A15,E24
60770,L250301,A16,E24
60770,L250301,A24,E01
60770,L250301,A24,E12
60770,L250301,A26,E12
60780,B0399,A09,E24
60780,B0399,A09,F26
60789,K0199,A04,E24
60789,K0199,A05,E24
60789,K0199,A07,E01
60789,K0199,A07,E06
60789,K0199,A07,E23
60789,K0199,A07,E24
60789,K0199,A07,F26
60789,K0199,A15,E24
60789,K0199,A23,E24
60789,K0199,A24,E06
60789,K0199,A24,E23
60789,K0199,A24,F02
60789,K0199,A27,E06
60789,K0199,A27,E24
60842,B0399,A01,E20
60842,B0399,A01,E23
60842,B0399,A05,E20
60842,B0399,A05,F26
60842,B0399,A24,E10
60842,B0399,A24,E13
60842,B0399,A24,E14
60842,B0399,A24,E20
60842,B0399,A24,E23
60842,B0399,A24,E24
60907,B030299,A01,E17
60907,B030299,A01,E19
60907,B030299,A01,E20
60907,B030299,A01,E21
60907,B030299,A01,E23
60907,B030299,A04,E23
60907,B030299,A24,E03
60907,B030299,A24,E10
60907,B030299,A24,E17
60907,B030299,A24,E19
60907,B030299,A24,E20
60907,B030299,A24,E21
60907,B030299,A24,E23
60910,H90020103,A04,E24
60910,H90020103,A05,E01
60910,H90020103,A05,E24
60910,H90020103,A05,F26
60910,H90020103,A07,E01
60910,H90020103,A07,E06
60910,H90020103,A07,E07
60910,H90020103,A07,E21
60910,H90020103,A07,E23
60910,H90020103,A07,E24
60910,H90020103,A07,F26
60910,H90020103,A15,E24
60910,H90020103,A19,E24
60910,H90020103,A24,E01
60910,H90020103,A24,E03
60910,H90020103,A24,E05
60910,H90020103,A24,E06
60910,H90020103,A24,E07
60910,H90020103,A24,E17
60910,H90020103,A24,E19
60910,H90020103,A24,E20
60910,H90020103,A24,E21
60910,H90020103,A24,E23
60910,H90020103,A27,E01
60917,A010601,A21,E24
60927,L0102,A04,E24
60940,M03030203,A01,E24
60940,M03030203,A04,E05
60940,M03030203,A04,E24
60940,M03030203,A04,F26
60940,M03030203,A05,E24
60940,M03030203,A05,F26
60940,M03030203,A15,E24
60940,M03030203,A15,F26
60940,M03030203,A24,E01
60940,M03030203,A24,E05
60941,M03030203,A01,E24
60941,M03030203,A04,E20
60941,M03030203,A04,E24
60941,M03030203,A04,F26
60941,M03030203,A05,E24
60941,M03030203,A05,F26
60941,M03030203,A15,E24
60941,M03030203,A15,F26
60941,M03030203,A17,F26
60941,M03030203,A24,E01
60976,L0902,A09,E24
60979,V0905,A09,E24
61058,H90010102,A09,E24
61123,B0399,A05,E01
61123,B0399,A14,E01
61126,L0102,A24,E19
61143,H90020103,A04,E20
61143,H90020103,A04,E24
61143,H90020103,A05,E20
61143,H90020103,A15,E20
61176,L26,A01,E19
61176,L26,A01,E20
61176,L26,A01,E23
61176,L26,A27,E19
61176,L26,A27,E23
61178,L26,A04,E24
61178,L26,A05,E24
61178,L26,A07,E24
61178,L26,A07,F26
61178,L26,A09,E24
61178,L26,A09,F26
61178,L26,A24,E07
61178,L26,A24,F02
61178,L26,A26,F02
61205,M030405,A04,E20
61205,M030405,A04,E24
61205,M030405,A04,F26
61205,M030405,A05,E05
61205,M030405,A05,E24
61205,M030405,A05,F26
61205,M030405,A07,E24
61205,M030405,A09,E24
61205,M030405,A09,F26
61205,M030405,A15,E05
61205,M030405,A15,E24
61205,M030405,A15,F26
61205,M030405,A24,E05
61205,M030405,A24,E06
61205,M030405,A24,E23
61205,M030405,A24,E24
61205,M030405,A24,F02
61208,B0399,A15,E20
61208,B0399,A15,F26
61235,M050101,A04,E24
61286,H900303,A04,E24
61324,L26,A04,E24
61325,B0399,A01,E21
61325,B0399,A01,E23
61325,B0399,A01,E24
61325,B0399,A01,F26
61325,B0399,A04,E16
61325,B0399,A04,E20
61325,B0399,A04,E21
61325,B0399,A04,E23
61325,B0399,A04,E24
61325,B0399,A04,F26
61325,B0399,A05,E21
61325,B0399,A05,E23
61325,B0399,A05,E24
61325,B0399,A05,F26
61325,B0399,A12,E16
61325,B0399,A12,E21
61325,B0399,A17,E24
61325,B0399,A24,E01
61325,B0399,A24,E16
61325,B0399,A24,E19
61325,B0399,A24,E23
61325,B0399,A24,E24
61391,M050101,A01,E01
61391,M050101,A01,E13
61391,M050101,A01,E21
61391,M050101,A01,E23
61391,M050101,A01,E24
61391,M050101,A04,E24
61391,M050101,A05,E23
61391,M050101,A05,E24
61391,M050101,A07,E01
61391,M050101,A07,E13
61391,M050101,A07,E17
61391,M050101,A07,E21
61391,M050101,A07,E23
61391,M050101,A07,E24
61391,M050101,A07,F01
