GMDN,EMDN,score
14427,M020301,0.7421529591083527
14429,L26,0.738052487373352
14435,H90020103,0.627952367067337
14437,L26,0.5507615804672241
14438,H010202020302,0.7390340268611908
14450,C04020201,0.6955496668815613
14457,A019013,0.8732556998729706
14462,H010202020302,0.6669858992099762
14465,P030101040203,0.5451512038707733
14473,K0107,0.8366271555423737
15015,H90020103,0.7825524806976318
15023,K0107,0.850257933139801
15026,A019013,0.8012122511863708
15036,L0102,0.646751880645752
15038,A019013,0.7793917059898376
15047,H010202020302,0.8496380150318146
15048,H900303,0.8625830113887787
15053,L26,0.8304938971996307
15056,H900303,0.7203351855278015
15058,K0199,0.941918969154358
15071,L26,0.8311503827571869
15074,A019013,0.793122798204422
15076,L250301,0.7699887454509735
15078,H900304,0.8346850574016571
15105,W02070403,0.8624635338783264
15110,C04020201,0.8667053580284119
15111,A019013,0.7459700703620911
15115,M03030203,0.5693153887987137
15117,U020301,0.805353969335556
15128,L26,0.7243098616600037
15132,C04020201,0.8980379402637482
15133,L26,0.7227731645107269
15145,L0102,0.8038208782672882
15155,W02020502,0.8999567925930023
15157,W02079002,0.8634625375270844
15158,H010202020302,0.7631857693195343
15159,W02079002,0.877833366394043
15163,V0905,0.944504290819168
15164,M03030203,0.8426856100559235
15175,H900303,0.7755995094776154
15178,H900303,0.8695469200611115
15186,A019013,0.8803786337375641
15200,A019013,0.8525865375995636
15270,A019013,0.8022121489048004
15271,A019013,0.8182628750801086
15275,H010202020302,0.806847095489502
15281,A019013,0.7658671140670776
15283,L0206,0.7213620245456696
15286,H900303,0.7290206849575043
15290,A019013,0.8577779233455658
15311,L0104080101,0.9109336733818054
15316,F900402,0.7220286428928375
15321,H900303,0.94188591837883
15325,L26,0.7877494096755981
15593,L0104080101,0.6914002746343613
15599,C04020201,0.7941601872444153
15615,H010202020302,0.7866046726703644
15620,A019013,0.8509025573730469
15622,B0399,0.7611395418643951
15624,A019013,0.7797631621360779
15630,A019013,0.8177694380283356
15652,A010601,0.767311692237854
15676,L0104080101,0.888584554195404
15677,C04020201,0.696772575378418
15682,H010202020302,0.7943741381168365
15687,W02070403,0.8837288618087769
15688,Q0101010201,0.7301870882511139
15702,L26,0.8209464251995087
15712,H010202020302,0.8216835260391235
15713,A019013,0.8954258263111115
15723,C04020299,0.838112086057663
15726,H90020103,0.7423317432403564
15732,C04020299,0.7552535831928253
15743,L01040502,0.7824166417121887
15749,A019013,0.8425629436969757
15750,A019013,0.782092422246933
15752,C04020199,0.6596623808145523
15764,H900303,0.7151771187782288
15772,H900303,0.7169869840145111
15774,L0206,0.8256352543830872
15778,A010601,0.8139928877353668
15783,W02079003,0.7227559983730316
15794,L26,0.8564216196537018
15799,M050101,0.8517476320266724
15800,M03030203,0.762905091047287
15808,L0204,0.8662267625331879
15819,V06010199,0.7000050246715546
15828,H010202020302,0.6965585350990295
15839,L26,0.6468271017074585
15881,B030299,0.8183238506317139
15896,H90020103,0.6300342082977295
15900,H90020103,0.7350434362888336
15928,H90020103,0.7644926309585571
15939,C010103,0.8299351036548615
15963,M03030203,0.83211550116539
15971,M03030203,0.6928341090679169
15974,A019013,0.7449695765972137
16006,L0104080101,0.7295819520950317
16020,M03030203,0.7960745692253113
16023,H900303,0.6573251336812973
16025,Q019008,0.7805683314800262
16033,A019013,0.633570522069931
16034,H010202020302,0.7145218551158905
16038,U020302,0.7429180145263672
16047,C04020299,0.74625563621521
16065,H900303,0.8263473808765411
16073,C04020299,0.768367350101471
16077,B0399,0.8152016699314117
16131,A019013,0.7426296472549438
16156,H900102,0.9361580610275269
16158,A010104,0.9440070688724518
16163,H900303,0.7378333210945129
16166,M03030203,0.6530308425426483
16168,L0102,0.7620011568069458
16173,A010302,0.8462839424610138
16174,M03030203,0.8932712972164154
16176,A019013,0.7118068933486938
16181,M050101,0.5268143266439438
16182,M050101,0.8025809228420258
16184,L0104080101,0.901215672492981
16187,M050101,0.7658951580524445
16189,H90020103,0.7564460933208466
16195,L0204,0.913415402173996
16196,R060203,0.8261629045009613
16197,K0107,0.8209089636802673
16204,M03030203,0.6872242391109467
16205,K01020107,0.9329217076301576
16209,L26,0.8507159054279327
16210,C04020201,0.8007300198078156
16219,H900303,0.8618231415748596
16221,H90020103,0.5499673932790756
16224,L26,0.879371702671051
16227,B0399,0.5329846739768982
16231,A019013,0.8297704756259918
16240,M03030203,0.8322316706180573
16266,L26,0.8685251176357269
16308,K0107,0.857026070356369
16330,W02079002,0.8250391483306885
16335,K0199,0.7750609219074249
16340,L01040502,0.7979817688465118
16341,H90020103,0.7236032485961914
16342,A019013,0.7532890737056732
16343,A019013,0.8093831539154053
16345,M03030203,0.6697927713394165
16347,H010202020302,0.7813476324081421
16349,H900303,0.6353651881217957
16350,H010202020302,0.8175267577171326
16352,H010202020302,0.7907785177230835
16355,H90020103,0.8826625049114227
16367,L01040402,0.5178060978651047
16370,A019013,0.850049763917923
16384,H010202020302,0.7586554884910583
16400,A019013,0.7907755076885223
16405,M03030203,0.4696963876485824
16413,V06010199,0.9521507918834686
16414,C04020299,0.9237668216228484
16429,C010103,0.9018833339214324
16431,L26,0.8533470332622528
16432,K0199,0.8457443714141846
16438,H900303,0.9124873578548433
16449,H010202020302,0.845432698726654
16460,B030299,0.9186249673366548
16461,C04020201,0.8311695158481598
16462,M050101,0.8766527771949768
16463,A019013,0.8537660837173462
16465,M050101,0.8674624264240265
16469,M050101,0.8513502180576324
16476,K0199,0.626813143491745
16477,M050102,0.6982727199792862
16480,L0102,0.5969790667295456
16500,H900303,0.8730059564113617
16520,H900102,0.6286894977092743
16529,A019013,0.7579834163188934
16534,L0104110101,0.6899978518486023
16538,L26,0.7440256774425507
16545,B0399,0.7175456583499908
16581,H900303,0.7290414273738861
16584,K0199,0.9358355402946472
16604,H90020103,0.7527672350406647
16616,C04020199,0.625454917550087
16617,H900303,0.6593190133571625
16627,U020302,0.6591387689113617
16628,A019013,0.8387784957885742
16631,B030299,0.9616086184978484
16635,Q01010103,0.7728018760681152
16658,H010202020302,0.6872097849845886
16668,L0204,0.8079830408096313
16669,L0102,0.9208046793937684
16670,M050101,0.8385809361934662
16701,H900303,0.9043625593185424
16703,M050101,0.8622713387012482
16704,L0102,0.7889955937862396
16705,M050101,0.8081748187541962
16708,L0606030101,0.8946526050567627
16710,H900303,0.7437850534915924
16725,L26,0.9065768122673036
16727,P09018001,0.7596715688705444
16729,L26,0.7897391319274902
16730,L26,0.8513620495796204
16737,L26,0.8241174519062042
16752,L26,0.6097782850265503
16754,K0107,0.8131144940853119
16759,A019013,0.8664351999759674
16763,K0107,0.9330770671367644
16772,H900303,0.8660255968570709
16779,H900304,0.7888646721839905
16784,H900303,0.909081757068634
16787,L26,0.8371007740497589
16798,H900303,0.580840677022934
16800,Z12130202,0.8102645576000214
16803,H900303,0.9454136788845062
16807,A019013,0.683113694190979
16809,U020302,0.8454566597938538
16821,V06010199,0.9116037487983704
16822,A019013,0.7786933183670044
16825,H900303,0.6184931993484497
16833,C04020201,0.8642581105232239
16835,M050201,0.5795012712478638
16837,F900402,0.8967646360397339
16849,H900303,0.8050038814544678
16858,K0107,0.9040929675102234
16859,W02069003,0.7435220777988434
16866,C010103,0.9427196085453032
16897,A019013,0.6415822058916092
16906,M050102,0.6738292872905731
16917,H900303,0.778415322303772
16918,H90020103,0.734151303768158
16919,H90020103,0.762881875038147
16933,M03030203,0.5878113657236099
16936,H90020103,0.8393167853355408
16937,C04020201,0.6271691173315048
16939,A019013,0.8353648483753204
16947,L26,0.768248051404953
16953,A019003,0.9051675796508788
16966,H90020103,0.5692770183086395
16977,H90020103,0.6947706937789917
16986,M03030203,0.9411922097206116
16995,H900303,0.8626886010169983
17003,A019013,0.811083972454071
17102,C010103,0.87761589884758
17105,L0206,0.7828058302402496
17115,H900303,0.7395813465118408
17131,P09120699,0.7054543495178223
17134,C04020201,0.8060098886489868
17137,Z12139006,0.940993994474411
17140,H90020103,0.8891434371471405
17142,A019013,0.7031356394290924
17145,B0399,0.8882502913475037
17148,M03030203,0.8899425268173218
17156,Y0999,0.7827402651309967
17157,H900303,0.8622802793979645
17169,B0399,0.7227316796779633
17170,L26,0.9455949366092682
17175,A019013,0.7694785296916962
17177,H900304,0.7904503047466278
17180,B0399,0.814797580242157
17184,C0104020299,0.8891845643520355
17185,L0102,0.9264370501041412
17187,A019013,0.6429496705532074
17189,L26,0.7352531254291534
17198,H90020103,0.7955488562583923
17202,L250301,0.5402645468711853
17206,B0399,0.8172707557678223
17223,A019013,0.7223290503025055
17228,H900303,0.9087456464767456
17230,K0199,0.9471039474010468
17242,M03030203,0.8213556706905365
17245,L250301,0.838949978351593
17246,A019013,0.908427119255066
17250,H900303,0.8461364209651947
17252,B0399,0.8112424612045288
17407,A019013,0.7886747121810913
17415,C04020201,0.798745185136795
17421,H900303,0.6733513474464417
17433,K0107,0.7332651913166046
17434,A019013,0.8631711602210999
17436,H900303,0.8717767298221588
17437,C04020201,0.7797297835350037
17439,H900304,0.7586728930473328
17440,A019013,0.8015825748443604
17442,L250301,0.6520000100135803
17449,L0204,0.730786919593811
17452,H900303,0.8579705357551575
17453,C010103,0.95176699757576
17459,A019013,0.8270733058452606
17460,B030299,0.8039468228816986
17467,L26,0.9036327004432678
17471,B0399,0.8709048330783844
17474,W02020502,0.925302028656006
17489,H900303,0.8749032020568848
17496,H900303,0.8459910750389099
17500,A019013,0.8807591199874878
17506,L01040402,0.5464809834957123
17507,B0399,0.9142211973667144
17508,L26,0.7611472308635712
17512,C04020199,0.6921238005161285
17521,C010103,0.9247411489486694
17526,L26,0.8239413499832153
17541,B0399,0.904060035943985
17552,M030405,0.7579695880413055
17554,M050101,0.9029905796051024
17581,B0399,0.8697812855243683
17584,C010103,0.9437236785888672
17591,L26,0.9110043346881866
17593,A019013,0.6654209196567535
17595,L0102,0.7736658751964569
17596,H900303,0.7198356688022614
17605,L26,0.7495878040790558
17609,H90020103,0.7457324862480164
17610,L0204,0.7918917834758759
17613,M050101,0.7974262535572052
17614,L250301,0.8983156979084015
17631,L01040502,0.7912223041057587
17633,K0107,0.6923633515834808
17634,H900303,0.6338828206062317
17643,L0102,0.7319647371768951
17649,B0399,0.8185948431491852
17650,L0102,0.8059080541133881
17652,B0399,0.7604068517684937
17662,L26,0.8865852355957031
17663,L26,0.9067654311656952
17664,L26,0.9157487750053406
17667,L26,0.7646872103214264
17674,H010202020302,0.6238410770893097
17675,H90020103,0.7573827803134918
17687,C010103,0.9648754000663756
17701,H900303,0.7574013769626617
17702,C04020299,0.9480724036693572
17711,H90020103,0.8659982979297638
17718,L0102,0.8439660370349884
17735,H90020103,0.8493969738483429
17744,A019013,0.6918341517448425
17745,B0399,0.9398105144500732
17751,H900304,0.6530628651380539
17774,L26,0.835618406534195
17781,K0199,0.8382937610149384
17785,C010103,0.946784645318985
17789,H010202020302,0.888804167509079
17802,H900102,0.7968146800994873
17803,A019013,0.7046394050121307
17812,B0399,0.819374680519104
17817,H90020103,0.7475868761539459
17819,K0199,0.8282525837421417
17825,H900303,0.9084496200084686
17826,A019013,0.8216916620731354
17827,C04020201,0.6523826122283936
17828,M050102,0.713272213935852
17844,M050101,0.6542995125055313
17845,H90020103,0.7023248076438904
17846,K0199,0.785777747631073
17877,M03030203,0.8418566286563873
17882,L26,0.900361180305481
17887,M03030203,0.8529241681098938
17888,M03030203,0.777558833360672
17890,B0399,0.9204815924167632
17895,C010103,0.9109533429145812
17898,H900303,0.8483268618583679
17899,B0399,0.9734449088573456
17904,L26,0.8264502882957458
17907,C04020201,0.8314804434776306
17908,L26,0.702777624130249
17927,L26,0.9285382032394408
17929,L26,0.8824324011802673
17935,M03030203,0.7257243096828461
17942,A010601,0.912739396095276
17976,A019013,0.9157088398933412
17977,H010202020302,0.6564437448978424
17983,H010202020302,0.7422667741775513
17987,A010601,0.7605430781841278
17988,A019013,0.7520243525505066
18004,M050101,0.5608373582363129
18007,A010601,0.8334858417510986
18009,H90020103,0.8147013187408447
18012,F900402,0.8126530647277832
18021,Q01010103,0.556095689535141
18026,H90020103,0.6695512533187866
18027,L0102,0.8583200871944427
18033,L0206,0.7209366858005524
18034,A010506,0.8793457448482513
18038,M03030203,0.8355968296527863
18039,H010202020302,0.6147729754447937
18054,L0104080101,0.8940240442752838
18067,B0399,0.8932495415210724
18069,B0399,0.9566794037818908
18074,C04020199,0.6261432468891144
18083,A019013,0.7782234847545624
18101,H900303,0.9364721477031708
18105,L26,0.6996617019176483
18107,H900303,0.7954404950141907
18111,L0206,0.8312676548957825
18113,C04020299,0.8949631750583649
18118,H900303,0.7545541524887085
18119,H900303,0.7904265522956848
18120,H900303,0.8383461236953735
18124,L0102,0.7401621043682098
18129,L26,0.830761581659317
18135,C010103,0.7866475582122803
18137,L26,0.8314002454280853
18142,H90020103,0.6596625745296478
18154,L26,0.7982744872570038
18155,M050101,0.8718460500240326
18169,H900303,0.9353598356246948
18415,C010103,0.9501710534095764
18416,H900303,0.7424106299877167
18417,L26,0.7260284721851349
18673,L0104110101,0.8010550737380981
18716,C010103,0.9430830776691436
18746,L26,0.7256180047988892
20395,B0399,0.7382954657077789
20652,H900303,0.9086975157260896
20653,H900303,0.8476405441761017
21087,H010202020302,0.8575038313865662
22073,Y0999,0.8716805875301361
22074,B0399,0.951796144247055
22725,M050101,0.9122627079486848
22726,M050101,0.8455794155597687
30018,M050101,0.7999710738658905
30021,L26,0.900144100189209
30023,C04020201,0.7112661302089691
30026,M050201,0.6803880035877228
30031,H900304,0.7246554791927338
30032,L0102,0.7044162750244141
30034,L0206,0.710071325302124
30035,A019013,0.6184382438659668
30036,H90020103,0.8346973955631256
30038,H90020103,0.7712173759937286
30039,H90020103,0.6798176467418671
30040,A019013,0.7176794707775116
30045,L01040502,0.7418880462646484
30059,L01040502,0.8041791319847107
30068,H900303,0.7827920317649841
30075,M050102,0.5802088975906372
30076,H900303,0.7476496696472168
30077,C04020201,0.6254451423883438
30082,L26,0.6402164697647095
30084,H900303,0.8658013641834259
30086,A019013,0.8897082805633545
30087,L0104080101,0.909691721200943
30093,C04020201,0.6043991446495056
30094,H90020103,0.6589259505271912
