GMDN,EMDN,score
35211,A019013,0.818440705537796
35212,K0199,0.7909710705280304
35213,V06010199,0.6326529681682587
35217,K0199,0.9276621639728546
35219,M050101,0.9048920571804048
35221,H900304,0.4401977062225342
35223,C010103,0.9540889263153076
35224,C010103,0.962384968996048
35232,H900303,0.7128731906414032
35239,M050202,0.7688189446926117
35242,F010701,0.7227111756801605
35244,A019013,0.6946475803852081
35245,M030405,0.8514233529567719
35246,H900303,0.8333768546581268
35250,H900303,0.923607349395752
35252,H900303,0.755094587802887
35253,H900304,0.7899869084358215
35254,M050101,0.7835750579833984
35255,L26,0.92967289686203
35257,H900102,0.6696800291538239
35260,A019013,0.7258431315422058
35261,B0399,0.7283219993114471
35262,C04020201,0.7878048121929169
35273,H900303,0.7272784262895584
35276,C04020201,0.7984209060668945
35277,H90020103,0.7492876052856445
35280,L26,0.7718562185764313
35281,H90020103,0.5756144970655441
35282,M03030203,0.8358140587806702
35285,M050101,0.8850310444831848
35286,M050101,0.8858361840248108
35287,K0199,0.8609237670898438
35288,L0206,0.7621104419231415
35289,A019013,0.9233470857143402
35290,A019013,0.7627385556697845
35294,H900303,0.923514723777771
35295,A019013,0.7859811782836914
35296,A010506,0.8230277299880981
35297,L0102,0.7944260537624359
35299,M03030203,0.6310500800609589
35301,A019013,0.7959772348403931
35304,C04020199,0.7215318083763123
35306,C04020199,0.75856152176857
35307,A019013,0.8472769260406494
35310,Q01010103,0.9127634763717652
35313,M03030203,0.805604487657547
35314,L0104080101,0.8634646236896515
35315,A019013,0.8432257771492004
35316,H900303,0.8029557466506958
35317,A019013,0.8085838854312897
35318,H900304,0.7893446385860443
35320,L26,0.9302371740341188
35321,L26,0.5603202283382416
35324,H900303,0.6817725598812103
35326,B0399,0.967237651348114
35328,L0102,0.8836534917354584
35329,B0399,0.7160564363002777
35330,M050101,0.8759562373161316
35335,M050101,0.7255285084247589
35336,A019013,0.7747067213058472
35337,L26,0.7014650106430054
35338,B030299,0.8100246787071228
35340,H90020103,0.7056738436222076
35343,H010202020302,0.7180887758731842
35344,M050101,0.7588332295417786
35345,H900302,0.706074982881546
35346,A019013,0.7195485830307007
35348,H900304,0.7410005629062653
35349,L26,0.783687949180603
35350,B0399,0.875347912311554
35351,A019013,0.6892197728157043
35352,A019013,0.8767777681350708
35353,M03030203,0.9260760843753816
35356,A019013,0.8725238740444183
35358,H010202020302,0.8369244337081909
35359,M050101,0.7047072947025299
35360,H900102,0.6031589955091476
35361,L0104110101,0.8831881582736969
35362,M050101,0.8235113024711609
35364,H900303,0.8548767566680908
35368,H900303,0.8365195393562317
35369,L26,0.8783986866474152
35372,L26,0.7638111710548401
35373,H90020103,0.7677755057811737
35374,B0399,0.7942768931388855
35375,A019013,0.8378832340240479
35377,H900304,0.90947625041008
35379,M050101,0.7810727953910828
35380,L01040402,0.6204588711261749
35381,A019013,0.82513028383255
35387,H900303,0.5566893368959427
35390,A019003,0.5435968041419983
35395,A019013,0.7371214330196381
35396,H900303,0.8108183741569519
35397,L0102,0.8145761787891388
35398,C04020299,0.8737143278121948
35399,L26,0.8526855111122131
35401,L0104110101,0.7993559241294861
35402,L26,0.8985552191734314
35404,B0399,0.8850637674331665
35405,H900303,0.7083697617053986
35406,F900402,0.7812008261680603
35411,A019013,0.6506308913230896
35413,H90020103,0.9158347547054292
35415,H900303,0.8300982415676117
35416,L26,0.819628894329071
35419,Y0999,0.6077959835529327
35424,L26,0.8372414410114288
35425,B030299,0.8603716790676117
35426,A019013,0.8499177098274231
35429,H90020103,0.781218409538269
35430,H900303,0.8686141967773438
35431,L0102,0.7852682769298553
35433,H010202020302,0.6228631138801575
35436,H900303,0.7961308360099792
35437,L0102,0.8123196959495544
35439,B0399,0.8421382009983063
35440,B0399,0.8982012569904327
35441,L0104110101,0.7516699731349945
35446,A019013,0.8966472744941711
35447,C010103,0.9332194328308104
35448,H010202020302,0.8013474643230438
35452,A019013,0.8499494194984436
35453,A019003,0.6653060615062714
35457,C010103,0.8557263016700745
35458,A019013,0.9221561551094056
35461,L0606030101,0.7829604148864746
35462,C04020201,0.6791703701019287
35463,L26,0.8880128562450409
35465,H900304,0.7374903857707977
35467,H90020103,0.8167022168636322
35472,K0199,0.6717851608991623
35476,H90020103,0.7755904495716095
35477,H900304,0.7938115894794464
35482,C010402020601,0.9177028834819794
35484,H010202020302,0.7244156002998352
35486,A019013,0.6857640147209167
35492,A010505,0.6625986099243164
35496,C010103,0.9116645157337188
35498,A010506,0.7058666944503784
35499,B0399,0.9672363698482512
35501,K0107,0.8153659403324127
35503,L0102,0.7711020112037659
35504,M03030203,0.8831777274608612
35505,W02070403,0.8990626335144043
35507,L26,0.8477276861667633
35511,L070809,0.8091408610343933
35524,R060201,0.8057108521461487
35527,L26,0.8831979334354401
35528,B0399,0.9385979473590852
35529,C04020201,0.910397082567215
35530,A019013,0.8892394006252289
35533,H900303,0.6323755979537964
35538,B0399,0.9142616093158722
35541,A019013,0.8733053207397461
35547,M050101,0.9517105519771576
35552,H900304,0.7705993950366974
35553,A019013,0.7287409603595734
35554,L0206,0.791790097951889
35559,B030299,0.9364992082118988
35561,L26,0.7026484608650208
35562,C010103,0.9387675523757936
35563,M03030203,0.7469217777252197
35565,A019013,0.8970706760883331
35567,C04020201,0.7692665457725525
35569,V0905,0.9334154427051544
35570,L0206,0.8094649314880371
35573,H90020103,0.6832364201545715
35575,H900303,0.7805525660514832
35576,H90020103,0.87452432513237
35580,H900303,0.8824604153633118
35582,M050101,0.905271738767624
35584,L26,0.791841447353363
35585,H90020103,0.646327018737793
35586,M050102,0.7783538401126862
35588,H010202020302,0.8500142097473145
35589,L26,0.8928534686565399
35594,B0399,0.890238493680954
35595,M03030203,0.8738747835159302
35596,H90020103,0.8620036840438843
35597,H900303,0.8636184930801392
35602,K0107,0.6858575344085693
35613,H900304,0.783562958240509
35615,H900304,0.8762745559215546
35616,A010506,0.8599230349063873
35618,H900303,0.913705199956894
35619,C010103,0.8400494456291199
35620,C04020201,0.8696125447750092
35622,A019013,0.8691158890724182
35624,L0102,0.9058949053287506
35625,H010202020302,0.7820453941822052
35626,A019013,0.9417531490325928
35630,L0102,0.8410026431083679
35631,A019013,0.7140580415725708
35632,A019013,0.8781789839267731
35636,C04020201,0.6841827481985092
35639,H90020103,0.778800755739212
35642,K0199,0.8291565477848053
35643,H900303,0.8863533139228821
35647,K0199,0.8852497041225433
35648,W02079002,0.9081821143627168
35649,H010202020302,0.6272915303707123
35651,M03030203,0.6699807345867157
35652,H90020103,0.5229458510875702
35655,L26,0.8395538926124573
35658,L26,0.8332169353961945
35663,B030299,0.8531877398490906
35665,C04020299,0.8870092928409576
35670,M050101,0.7532106041908264
35671,B0399,0.6683960258960724
35673,H010202020302,0.881738156080246
35674,M050101,0.8464692234992981
35676,A019013,0.7659182846546173
35677,M050101,0.72420334815979
35684,M050101,0.811634361743927
35685,A019013,0.8719331324100494
35687,L26,0.8231337368488312
35690,M050101,0.852224737405777
35692,B0399,0.9037894308567048
35693,M050101,0.6745679676532745
35694,B030299,0.8397421538829803
35695,C010103,0.9554849565029144
35696,F900402,0.7389958202838898
35697,H900303,0.7916846871376038
35698,A019013,0.7583093047142029
35699,M050202,0.7229996621608734
35700,A019013,0.6612193286418915
35701,A019013,0.8551854193210602
35702,C04020299,0.8851644694805145
35703,C010103,0.9466884136199952
35704,B0399,0.8485224843025208
35705,L26,0.6868965476751328
35709,L26,0.9187241494655608
35711,L26,0.4647311121225357
35712,L0102,0.8214230537414551
35714,M050101,0.8114140331745148
35722,L26,0.8791747689247131
35723,H900304,0.9116414785385132
35724,A010506,0.8711938858032227
35725,H900303,0.8547330498695374
35726,H900303,0.7414549589157104
35729,H900303,0.7766715884208679
35732,C0104020299,0.9412336647510527
35733,L26,0.8609121441841125
35734,L0102,0.7220402359962463
35736,F900402,0.8419712483882904
35744,C010402020601,0.8032549023628235
35747,H90020103,0.7266816794872284
35749,K0107,0.8743250966072083
35750,C010103,0.958383560180664
35751,H900303,0.8773339688777924
35752,M050101,0.8843287527561188
35754,H900303,0.8284362852573395
35757,H900303,0.7289906144142151
35760,L01040502,0.7736774981021881
35761,C04020201,0.7483319938182831
35768,L0204,0.9042343497276306
35770,C0104020299,0.8106760382652283
35775,C04020201,0.8324602544307709
35777,A019013,0.9325568675994872
35778,P030101040203,0.8201150596141815
35781,A019013,0.7675177752971649
35782,A019013,0.8263239860534668
35783,L26,0.7102828621864319
35784,K0199,0.9602836668491364
35785,L0206,0.841559499502182
35786,L26,0.8448826372623444
35787,K0107,0.8367087244987488
35788,J0402,0.7605798840522766
35791,L0206,0.7791846990585327
35792,V06010199,0.8249110579490662
35793,L0102,0.8438125550746918
35794,C04020201,0.7122068405151367
35795,C010103,0.9505142271518708
35796,A019013,0.8217322826385498
35797,V0905,0.9434726536273956
35798,C010103,0.9138650298118592
35800,L0204,0.822474479675293
35802,L0206,0.7943921685218811
35803,L0204,0.94709113240242
35804,A019013,0.8723606169223785
35807,L26,0.934008240699768
35808,H90020103,0.7897840440273285
35809,M050101,0.8194668292999268
35811,L0104080101,0.9045953750610352
35812,L26,0.8737749755382538
35815,H900304,0.7981826663017273
35817,M050101,0.7936905920505524
35818,L26,0.9033162891864776
35821,U020302,0.9045544564723969
35822,A019013,0.8897218704223633
35824,C04020201,0.8337172865867615
35827,H010202020302,0.7908150553703308
35829,A010506,0.9053675532341005
35830,B030299,0.9515138268470764
35833,K0199,0.8552725911140442
35836,L26,0.9012875258922576
35838,L070803,0.7559852302074432
35839,B030299,0.886376827955246
35841,B0399,0.8815785646438599
35843,H90020103,0.8274505436420441
35844,L0102,0.91978320479393
35845,K0107,0.8533828556537628
35849,H900303,0.8222915232181549
35850,L0104080101,0.8659332096576691
35851,M03030203,0.8025400936603546
35852,L0204,0.8165039122104645
35853,B0399,0.778845876455307
35854,U020302,0.7544587552547455
35857,L26,0.6005717366933823
35858,H900102,0.6727986335754395
35860,L26,0.9159315824508668
35861,B0399,0.8926551342010498
35863,L26,0.8958867490291595
35864,L26,0.8466796278953552
35865,L26,0.8902611136436462
35866,L26,0.8092522919178009
35867,C04020201,0.5641736537218094
35868,L0102,0.9098894596099854
35869,M050101,0.7907555103302002
35870,H900303,0.7458577752113342
35871,H010202020302,0.7504957616329193
35872,H90020103,0.9080808460712432
35874,A019013,0.946049064397812
35877,C04020201,0.6863037049770355
35880,A019013,0.8389438390731812
35881,W02069003,0.8747524619102478
35884,L0102,0.790374368429184
35885,L26,0.8866479694843292
35886,A019013,0.8213706314563751
35889,B0399,0.7832448780536652
35891,A019013,0.7510397732257843
35892,H900304,0.7510477006435394
35893,H010202020302,0.8606574535369873
35894,P09120102,0.8934136927127838
35897,B030299,0.9248117208480836
35899,L0102,0.8875643610954285
35901,W02069003,0.6775949895381927
35904,A010601,0.6755261421203613
35906,B030299,0.957133322954178
35907,L26,0.6648875176906586
35910,H90020103,0.6473090350627899
35911,M050101,0.7949839532375336
35913,M050101,0.8548130989074707
35914,A019013,0.8641194999217987
35915,L01040402,0.6705321967601776
35917,B0399,0.9482498466968536
35918,W02070102,0.8952504992485046
35921,L26,0.593894436955452
35922,H010202020302,0.7478705048561096
35925,K0199,0.9166202545166016
35927,K0107,0.9231660664081572
35928,F0109,0.8351439535617828
35932,B030299,0.976883053779602
35933,C04020299,0.9603956341743468
35941,A019013,0.8637379109859467
35942,M050101,0.7108346521854401
35943,L1705,0.8455597162246704
35944,C010103,0.965647280216217
35948,H900304,0.8283218443393707
35950,H900102,0.7514727115631104
35952,H90020103,0.7751868665218353
35953,H900303,0.8595692217350006
35954,H010202020302,0.822706937789917
35955,A010601,0.7028900384902954
35957,L26,0.8823394179344177
35958,A010506,0.7960592806339264
35961,B0399,0.867434561252594
35965,Q0101010201,0.6789356768131256
35967,L250301,0.9317782819271088
35968,C90010301,0.8038145005702972
35969,L26,0.856307327747345
35970,H900303,0.7479233145713806
35973,C04020201,0.7449174523353577
35974,H900303,0.9153726994991302
35975,A019013,0.7602664232254028
35976,H900303,0.8640771210193634
35979,B030299,0.8928869366645813
35980,L26,0.6799258440732956
35983,C04020299,0.6972165107727051
35993,M050102,0.7582643032073975
35995,H900304,0.9196539223194122
35996,K0107,0.9121475219726562
35998,W02070403,0.9208643436431884
36000,M050101,0.7839204370975494
36003,H900303,0.7180833518505096
36005,H900303,0.858001321554184
36007,L26,0.7055368721485138
36016,M050101,0.8713421821594238
36020,H900102,0.6368704736232758
36021,L0102,0.7738089859485626
36022,H90020103,0.8841421008110046
36023,B0399,0.7883804440498352
36025,L0102,0.8438749015331268
36028,K0199,0.8463172018527985
36034,L0102,0.8860025107860565
36037,L070803,0.6680764257907867
36038,B0399,0.8336593806743622
36041,A019013,0.8244102597236633
36042,H900303,0.783233642578125
36044,C04020201,0.7443420886993408
36046,L26,0.8352262675762177
36047,V0905,0.8635631799697876
36049,H90020103,0.6211858987808228
36050,L26,0.8699004650115967
36051,M03030203,0.6951233446598053
36053,M050101,0.7624330520629883
36054,A019013,0.7374105453491211
36056,L26,0.8150446712970734
36058,M03030203,0.6316033154726028
36063,Q0101010201,0.7899988293647766
36064,A019013,0.8066135048866272
36066,M050101,0.8478061556816101
36067,Q0101010201,0.7420264184474945
36068,L26,0.7104666829109192
36069,B030299,0.9458198845386504
36071,A019013,0.8666302859783173
36077,A019013,0.8606790006160736
36079,H90020103,0.6112101376056671
36080,L26,0.8248514533042908
36081,H900304,0.8754525482654572
36082,L26,0.568516343832016
36083,B030299,0.921806573867798
36085,W02070102,0.9085664749145508
36086,K0199,0.8670029044151306
36087,A019013,0.9299777746200562
36092,L0606030101,0.8772415518760681
36094,A010601,0.7250288426876068
36095,M050101,0.9201975166797638
36096,B0399,0.9412027299404144
36102,C04020299,0.6865015923976898
36103,B0399,0.6189496666193008
36106,L26,0.9553341269493104
36107,A019013,0.8475619852542877
36108,L26,0.7914037704467773
36109,A019013,0.8857792913913727
36110,H900303,0.7697804868221283
36112,A019013,0.906049221754074
36115,L26,0.8434925973415375
36116,L0606030101,0.7954865992069244
36117,L26,0.8522984683513641
36118,A019013,0.9665645956993104
36122,L26,0.8502961993217468
36125,B030299,0.8763360381126404
36126,C010103,0.8164914846420288
36128,A010601,0.6808580756187439
36129,H900303,0.7553538680076599
36131,M050101,0.9091877639293672
36134,H900303,0.8188377618789673
36136,H900302,0.7813013792037964
36138,Z12139006,0.8470407724380493
36142,H010202020302,0.7339186668395996
36145,K0107,0.9239096343517303
36146,C010103,0.9289107322692872
36149,A019013,0.7593764960765839
36150,L26,0.8671671748161316
36152,C04020201,0.8797505497932434
36153,L0204,0.5961412787437439
36154,L26,0.9423690140247344
36155,H900303,0.9350796937942504
36162,L0204,0.8417572975158691
36163,L26,0.7241437137126923
36167,L0206,0.8326446413993835
36170,L26,0.8622980415821075
36172,L26,0.7437789440155029
36174,B0399,0.8134216666221619
36175,L26,0.7720447778701782
36176,L26,0.9371676445007324
36178,H900303,0.7246581315994263
36179,H900303,0.9122985005378724
36182,C04020299,0.777835488319397
36183,K0199,0.9424245059490204
36184,L0206,0.6669392883777618
36186,A019013,0.6755728125572205
36187,A019013,0.7683797180652618
36188,L26,0.8983877301216125
36190,H900303,0.8397214710712433
36194,C04020201,0.7496338486671448
36196,M050101,0.7313024401664734
36197,H900303,0.7447725236415863
36198,A010601,0.6734631955623627
36199,H900303,0.8427203297615051
36205,A019013,0.9014339447021484
36206,A019013,0.7091633975505829
36208,L0102,0.8335054814815521
36215,M050101,0.8052273392677307
36217,A019013,0.8554840087890625
36218,B0399,0.9291492700576782
36220,M050101,0.8634916543960571
36224,B030299,0.8033366501331329
36225,L0102,0.7240528166294098
36226,B0399,0.9276163876056672
36228,M03030203,0.7468451261520386
36230,H900303,0.7586190402507782
36231,C04020201,0.874736487865448
36232,A019013,0.7612183690071106
36235,L26,0.9169434905052184
36237,H010202020302,0.7660097479820251
36244,H900303,0.8917087912559509
36249,L26,0.8747923970222473
36250,H900302,0.602967381477356
36251,B0399,0.667550265789032
36252,H900303,0.8463663458824158
36253,H900303,0.7258221507072449
36254,A019013,0.8101469278335571
36255,L26,0.9064060747623444
36257,L26,0.9637849032878876
36258,H900303,0.5925912857055664
36259,L26,0.8109819293022156
36261,H900303,0.6941610872745514
36262,L1910,0.9027149677276612
36269,B0399,0.9316042363643646
36271,H900302,0.6842738389968872
36273,H90020103,0.7512477934360504
36274,H900303,0.8380541503429413
36279,B0399,0.8068993091583252
36280,M050101,0.7234286069869995
36283,H90020103,0.6486073732376099
36287,A010601,0.8101357221603394
36289,H900303,0.7196040749549866
36290,C04020299,0.7479000091552734
36291,K0107,0.704217255115509
36292,A019013,0.8479548394680023
36293,B030299,0.7823407053947449
36294,M050102,0.6283048093318939
36295,H900303,0.6872082352638245
36296,C04020201,0.8091590106487274
36299,H90020103,0.6811558902263641
36302,M050101,0.7675499320030212
36305,A019013,0.8308244943618774
36306,L0102,0.8679260909557343
36307,L0102,0.8555752635002136
36308,L26,0.9040090143680573
36309,L0102,0.8655834197998047
36310,M050101,0.5315839499235153
36311,M050101,0.8605586588382721
36312,H900303,0.7225408554077148
36313,F900402,0.8381462395191193
36314,F900402,0.8606214225292206
36316,B030299,0.8835686445236206
36319,A019013,0.7112777829170227
36320,H90020103,0.907173752784729
36336,A019003,0.7984910905361176
36337,M030405,0.9084150493144988
36340,H900102,0.8008897304534912
36342,L0204,0.8725271821022034
36345,L26,0.8727402091026306
36346,K0199,0.8405417203903198
36347,C04020299,0.6718299686908722
36349,M050101,0.8942578434944153
36356,B030299,0.8762959241867065
36364,H90020103,0.7343132793903351
36365,H900303,0.9172425270080566
36367,A019013,0.9084605872631072
36373,C04020201,0.8201003968715668
36374,M050101,0.8340462744235992
36379,L0102,0.8090018332004547
36380,H900303,0.7852347195148468
36386,B030299,0.9734320640563964
36387,L26,0.860897570848465
36398,H90020103,0.7293705642223358
36400,L26,0.8127025365829468
36405,H900102,0.5642251968383789
36416,W02079003,0.8986108899116516
36431,H010202020302,0.8009811043739319
36433,R900901,0.8913140296936035
36437,L26,0.8519787490367889
36452,H010202020302,0.6069533228874207
36453,M03030203,0.6323972940444946
36455,W02079003,0.6437937021255493
36465,W02069003,0.8607280254364014
36488,H900301,0.7933438718318939
36502,H900303,0.812646746635437
36513,A019013,0.8715564012527466
36531,L26,0.6382730305194855
36534,H900303,0.8501505255699158
36535,L26,0.6711520850658417
36542,B0399,0.8437236547470093
36545,H900303,0.8502096235752106
36548,M050101,0.8424742221832275
36550,M050101,0.8239651024341583
36551,L0102,0.9508440792560576
36552,H900303,0.9411480128765106
36553,H900303,0.9411376416683196
36554,M050101,0.9161893129348756
36557,A010601,0.7094238102436066
36560,B0399,0.822815477848053
36561,H900303,0.9118968844413756
36562,H900303,0.9294143915176392
36572,H900303,0.8822418749332428
36576,H010202020302,0.4958502203226089
36585,H900303,0.8312431275844574
36586,M050101,0.8135640919208527
36593,H900303,0.8778349757194519
36596,H90020103,0.8191639184951782
36606,B030299,0.8852584064006805
36607,H900303,0.9215967655181884
36608,H900303,0.7387188374996185
36612,H90020103,0.8582799732685089
36614,H900303,0.876934289932251
36615,H90020103,0.8752836585044861
36626,A019013,0.7604215443134308
36628,B0399,0.8077545762062073
36631,C04020201,0.7795949280261993
36632,K0199,0.7471278607845306
36635,B030299,0.8281197249889374
36637,B030299,0.8206127882003784
36640,B030299,0.9065176844596864
36645,L0606030101,0.786543607711792
36652,B030299,0.9238095581531524
36653,K0199,0.7632916271686554
36654,C010103,0.985868752002716
36664,H900303,0.6987347304821014
36672,A019013,0.9224197566509248
36674,H900303,0.837658703327179
36679,C010103,0.938189536333084
36685,A010601,0.7681619226932526
36688,H900303,0.9025959372520448
36690,M050101,0.8783175349235535
36693,L26,0.8501554429531097
36696,C010103,0.964380532503128
36698,L26,0.6455242335796356
36706,L0102,0.726673811674118
36708,H010202020302,0.7527781128883362
36712,C04020201,0.664640262722969
36713,H90020103,0.6274564117193222
36717,H900303,0.588420569896698
36719,A019013,0.8693117201328278
36725,H900303,0.7803647816181183
36727,H900303,0.8871822655200958
36728,C04020299,0.8516561985015869
36731,H90020103,0.6751382350921631
36737,C010103,0.9256152808666228
36739,H90020103,0.8872034847736359
36740,A019013,0.8730483651161194
36742,L26,0.7451831996440887
36749,C04020201,0.8647900223731995
36750,H010202020302,0.7083836495876312
36754,H900303,0.8927547335624695
36756,H90020103,0.7739474475383759
36757,L0204,0.8969579041004181
36758,C04020201,0.8233005404472351
36759,Q0102050102,0.6127646714448929
36761,C04020201,0.8843504190444946
36768,H010202020302,0.7436809539794922
36773,L26,0.8973816931247711
36775,H010202020302,0.8652071952819824
36777,M03030203,0.8150601089000702
36778,H900303,0.8701915740966797
36784,M050101,0.7835860848426819
36785,H900303,0.7933300137519836
36787,M03030203,0.8578841686248779
36791,A019013,0.8341461420059204
36794,H900303,0.8242827951908112
36796,A019013,0.8633555471897125
36798,H900303,0.9119407832622528
36800,A019013,0.7233538329601288
36801,H900303,0.6901288330554962
36803,K01020107,0.8332212865352631
36806,A010601,0.8738211393356323
36810,L0102,0.8126814067363739
36815,L01040502,0.6762001514434814
36816,H900303,0.7875038683414459
36817,A019013,0.7681871354579926
36824,H90020103,0.71083864569664
36827,C010103,0.9510410130023956
36830,H900303,0.7513492703437805
36843,A019013,0.82047039270401
36849,L26,0.971743255853653
36854,L03140104,0.8485162258148193
36857,C04020201,0.8795628845691681
36858,L26,0.8811919987201691
36859,M050102,0.7219382524490356
36862,H900303,0.9260546267032624
36865,M050101,0.8259313404560089
36866,A019013,0.8953416347503662
36869,H900303,0.8110739886760712
36870,H010202020302,0.7709017395973206
36872,L26,0.904408037662506
36877,L26,0.9063092768192292
36888,M03030203,0.8401915431022644
36890,C04020201,0.804399311542511
36891,A019013,0.8428316116333008
36892,K0107,0.7087231576442719
36894,A019013,0.6200060844421387
36898,L0102,0.9288772642612456
36899,H90020103,0.7483542263507843
36904,C010103,0.9791967272758484
36909,H900303,0.848208874464035
36910,L26,0.8185913264751434
36914,L0102,0.8574354350566864
36931,V0905,0.936775118112564
36937,H010202020302,0.7985405623912811
36938,A019013,0.8821269571781158
36941,A019013,0.8253098726272583
36947,H900303,0.665902704000473
36951,L26,0.6403646767139435
36954,L0104080101,0.934546023607254
36955,K0199,0.8745601773262024
36956,B0399,0.8217202425003052
36961,M03030203,0.8159473836421967
36963,C04020201,0.7360801994800568
36965,H010202020302,0.7820846736431122
36966,C04020201,0.7967478036880493
36968,A019003,0.7880125343799591
36970,L26,0.8095201849937439
36979,B030299,0.9100819528102876
36980,B030299,0.9265815913677216
36982,W02079003,0.8842497766017914
36985,H900303,0.7065245807170868
36989,H900303,0.7244287431240082
36998,H900303,0.8585652112960815
37001,H90020103,0.7678418457508087
37006,L26,0.8566160798072815
37007,M03030203,0.7239091992378235
37008,C04020201,0.681904137134552
37010,L0102,0.4537062793970108
37011,H900303,0.7819936573505402
37012,A019013,0.7095844447612762
37021,C010103,0.9268424212932588
37022,L0204,0.8692722022533417
37025,L0104080101,0.8919251263141632
37035,M050102,0.8338541686534882
37038,H900303,0.9049146771430968
37041,M03030203,0.8077846467494965
37047,K0107,0.962064892053604
37048,Q01010104,0.6024018824100494
37050,M050102,0.7950990796089172
37056,L26,0.6636477559804916
37061,M050101,0.9005160331726074
37065,V0905,0.933196783065796
37068,M030405,0.7412547171115875
37071,H900303,0.9237522482872008
37074,A019013,0.6055426001548767
37076,C04020201,0.8134515881538391
37079,C04020201,0.8846888840198517
37084,H90020103,0.8655280470848083
37085,L01040502,0.8417513966560364
37086,A019013,0.9421249032020568
37089,A019003,0.7591316998004913
37090,H900304,0.7606238424777985
37111,B030299,0.9590780436992644
37112,B0399,0.969251424074173
37138,L070803,0.757007509469986
37139,L26,0.9424273371696472
37140,L1911,0.8772087097167969
37141,C010103,0.9658462107181548
37142,C0199,0.9483696520328522
37143,L26,0.862924188375473
37147,H900303,0.8276813626289368
37148,B0399,0.9599634110927582
37149,L0204,0.7639532089233398
37151,B030299,0.9093336164951324
37152,L0606030101,0.7616260647773743
37160,H90020103,0.8363710343837738
37162,K0107,0.8490230739116669
37163,L26,0.8528225421905518
37164,H90020103,0.7057724297046661
37165,B030299,0.8030513823032379
37172,L26,0.9430029094219208
37174,H900303,0.8746038973331451
37175,C010103,0.9127019941806792
37176,V0905,0.9207785725593568
37178,C04020201,0.8137541115283966
37180,A019013,0.76258385181427
37181,V06010199,0.7437737286090851
37182,H900303,0.8588208854198456
37183,A019003,0.9115573465824128
37184,H900303,0.6983698904514313
37201,C04020201,0.7394117116928101
37207,H900303,0.676052063703537
37208,M050101,0.9543979465961456
37215,L0102,0.9387449026107788
37218,M050101,0.8380106985569
37238,M03030203,0.8599770963191986
37240,C04020201,0.7341287136077881
37243,L0104080101,0.9522819817066192
37246,H900304,0.8620442748069763
37255,H900303,0.8552940785884857
37256,H900303,0.902210295200348
37257,A019013,0.887521356344223
37258,A010601,0.8516431748867035
37265,L070803,0.6992075443267822
37266,H900303,0.8315578699111938
37272,M050101,0.9025187194347382
37276,C04020299,0.7571295201778412
37278,L03140104,0.7159430384635925
37280,C04020201,0.8025755286216736
37284,M050101,0.8207436203956604
37298,M050101,0.7200188934803009
37300,B0399,0.8890406489372253
37307,H900303,0.8040635585784912
37315,L26,0.7705181837081909
37318,C04020201,0.8439503610134125
37323,M050101,0.9602717459201812
37324,H900303,0.9121784567832948
37326,H900303,0.8985357880592346
37327,C04020299,0.7939740121364594
37329,C04020299,0.7830188572406769
37331,H900303,0.8546478450298309
37332,W0202059010,0.8414685428142548
37335,K0107,0.8567325472831726
37336,M050101,0.8234473466873169
37337,A019013,0.8605106472969055
37340,L0104080101,0.8883551955223083
37349,L0102,0.7586126029491425
37350,L0206,0.7760051786899567
37353,A019013,0.929681032896042
37358,L010403,0.8117800056934357
37383,L1910,0.8987538516521454
37390,K0107,0.9209908843040466
37412,L26,0.7965222299098969
37413,K0199,0.90943443775177
37422,L01040502,0.7072035372257233
37423,B030299,0.9395464062690736
37434,H010202020302,0.8177265524864197
37435,C04020201,0.9331602156162262
37441,K01020112,0.9381230175495148
37443,H010202020302,0.6507900655269623
37445,H900303,0.847224086523056
37447,M050101,0.8576216101646423
37448,A019013,0.7383617460727692
37450,A019003,0.9106212258338928
37452,H900304,0.6989030539989471
37454,A019013,0.7828586995601654
37455,L26,0.8760550618171692
37456,P030101040203,0.7696928083896637
37458,C010103,0.9179926514625548
37459,L01040502,0.8903796672821045
37461,L01040502,0.835272490978241
37462,L26,0.7737732529640198
37463,K0199,0.9236775040626526
37468,A019013,0.8039878904819489
37469,H90020103,0.8375388085842133
37470,B0399,0.9115314781665802
37472,L0104080101,0.8437692224979401
37473,L01040502,0.6663800776004791
37474,L26,0.9171155989170074
37475,L0102,0.7232850790023804
37476,M050101,0.906979203224182
37480,M050101,0.8496293723583221
37482,B0399,0.8878557085990906
37483,M050101,0.8301656544208527
37498,H900303,0.9013543128967284
37502,H900304,0.7386534810066223
37503,H900303,0.7414700984954834
37508,L26,0.8963808417320251
37510,K0107,0.8163639008998871
37520,H90020103,0.627534031867981
37521,H900303,0.8064651489257812
37529,K0107,0.866099089384079
37530,C04020299,0.8271444439888
37531,L26,0.867402583360672
37532,H010202020302,0.8260796964168549
37537,L0102,0.8565647602081299
37542,H010202020302,0.6606156229972839
37543,L0606030101,0.6209080964326859
37544,H90020103,0.7426612079143524
37550,W02020502,0.9317247569561004
37552,M050101,0.6809356212615967
37555,L0102,0.7994503378868103
37558,W02020502,0.8928083777427673
37563,B0399,0.8947291076183319
37566,H900303,0.8327479660511017
37576,Q01010103,0.8460288941860199
37589,H900303,0.7417471408843994
37591,K0199,0.917000412940979
37592,B0399,0.9290245473384856
37593,L01040502,0.8244244158267975
